reference_date,target,horizon,location,output_type,output_type_id,value
2026-03-01,weekly incident influenza cases,0,SE,mean,,1783.500000
2026-03-01,weekly incident influenza cases,1,SE,mean,,1931.300000
2026-03-01,weekly incident influenza cases,2,SE,mean,,2079.100000
2026-03-01,weekly incident influenza cases,3,SE,mean,,2226.900000
2026-03-01,weekly incident influenza cases,0,SE-M,mean,,205.500000
2026-03-01,weekly incident influenza cases,1,SE-M,mean,,206.100000
2026-03-01,weekly incident influenza cases,2,SE-M,mean,,206.700000
2026-03-01,weekly incident influenza cases,3,SE-M,mean,,207.300000
2026-03-01,weekly incident influenza cases,0,SE-O,mean,,296.000000
2026-03-01,weekly incident influenza cases,1,SE-O,mean,,317.300000
2026-03-01,weekly incident influenza cases,2,SE-O,mean,,338.600000
2026-03-01,weekly incident influenza cases,3,SE-O,mean,,359.900000
