reference_date,target,horizon,location,output_type,output_type_id,value
2026-01-04,weekly incident influenza cases,0,SE,mean,,2142.500000
2026-01-04,weekly incident influenza cases,1,SE,mean,,2463.300000
2026-01-04,weekly incident influenza cases,2,SE,mean,,2784.100000
2026-01-04,weekly incident influenza cases,3,SE,mean,,3104.900000
2026-01-04,weekly incident influenza cases,0,SE-M,mean,,172.500000
2026-01-04,weekly incident influenza cases,1,SE-M,mean,,205.600000
2026-01-04,weekly incident influenza cases,2,SE-M,mean,,238.700000
2026-01-04,weekly incident influenza cases,3,SE-M,mean,,271.800000
2026-01-04,weekly incident influenza cases,0,SE-O,mean,,168.500000
2026-01-04,weekly incident influenza cases,1,SE-O,mean,,190.600000
2026-01-04,weekly incident influenza cases,2,SE-O,mean,,212.700000
2026-01-04,weekly incident influenza cases,3,SE-O,mean,,234.800000
