reference_date,target,horizon,location,output_type,output_type_id,value
2026-01-04,weekly incident influenza cases,0,SE,mean,,1938.640000
2026-01-04,weekly incident influenza cases,1,SE,mean,,2143.952000
2026-01-04,weekly incident influenza cases,2,SE,mean,,2308.201600
2026-01-04,weekly incident influenza cases,3,SE,mean,,2439.601280
2026-01-04,weekly incident influenza cases,0,SE-M,mean,,164.480000
2026-01-04,weekly incident influenza cases,1,SE-M,mean,,185.664000
2026-01-04,weekly incident influenza cases,2,SE-M,mean,,202.611200
2026-01-04,weekly incident influenza cases,3,SE-M,mean,,216.168960
2026-01-04,weekly incident influenza cases,0,SE-O,mean,,135.680000
2026-01-04,weekly incident influenza cases,1,SE-O,mean,,149.824000
2026-01-04,weekly incident influenza cases,2,SE-O,mean,,161.139200
2026-01-04,weekly incident influenza cases,3,SE-O,mean,,170.191360
