reference_date,target,horizon,location,output_type,output_type_id,value
2026-02-22,weekly incident influenza cases,0,SE,mean,,1795.280000
2026-02-22,weekly incident influenza cases,1,SE,mean,,1938.704000
2026-02-22,weekly incident influenza cases,2,SE,mean,,2053.443200
2026-02-22,weekly incident influenza cases,3,SE,mean,,2145.234560
2026-02-22,weekly incident influenza cases,0,SE-M,mean,,247.920000
2026-02-22,weekly incident influenza cases,1,SE-M,mean,,267.056000
2026-02-22,weekly incident influenza cases,2,SE-M,mean,,282.364800
2026-02-22,weekly incident influenza cases,3,SE-M,mean,,294.611840
2026-02-22,weekly incident influenza cases,0,SE-O,mean,,318.200000
2026-02-22,weekly incident influenza cases,1,SE-O,mean,,347.960000
2026-02-22,weekly incident influenza cases,2,SE-O,mean,,371.768000
2026-02-22,weekly incident influenza cases,3,SE-O,mean,,390.814400
