reference_date,target,horizon,location,output_type,output_type_id,value
2025-12-28,weekly incident influenza cases,0,SE,mean,,3072.831384
2025-12-28,weekly incident influenza cases,1,SE,mean,,5078.175620
2025-12-28,weekly incident influenza cases,2,SE,mean,,8391.791197
2025-12-28,weekly incident influenza cases,3,SE,mean,,13867.184394
2025-12-28,weekly incident influenza cases,0,SE-M,mean,,201.049499
2025-12-28,weekly incident influenza cases,1,SE-M,mean,,347.578592
2025-12-28,weekly incident influenza cases,2,SE-M,mean,,600.372613
2025-12-28,weekly incident influenza cases,3,SE-M,mean,,1036.496357
2025-12-28,weekly incident influenza cases,0,SE-O,mean,,279.064141
2025-12-28,weekly incident influenza cases,1,SE-O,mean,,458.507917
2025-12-28,weekly incident influenza cases,2,SE-O,mean,,752.925602
2025-12-28,weekly incident influenza cases,3,SE-O,mean,,1235.983722
