reference_date,target,horizon,location,output_type,output_type_id,value
2026-01-11,weekly incident influenza cases,0,SE,mean,,2509.067973
2026-01-11,weekly incident influenza cases,1,SE,mean,,2939.678169
2026-01-11,weekly incident influenza cases,2,SE,mean,,3444.160922
2026-01-11,weekly incident influenza cases,3,SE,mean,,4035.189306
2026-01-11,weekly incident influenza cases,0,SE-M,mean,,255.622898
2026-01-11,weekly incident influenza cases,1,SE-M,mean,,344.634672
2026-01-11,weekly incident influenza cases,2,SE-M,mean,,464.520916
2026-01-11,weekly incident influenza cases,3,SE-M,mean,,625.990696
2026-01-11,weekly incident influenza cases,0,SE-O,mean,,278.659711
2026-01-11,weekly incident influenza cases,1,SE-O,mean,,349.174090
2026-01-11,weekly incident influenza cases,2,SE-O,mean,,437.468213
2026-01-11,weekly incident influenza cases,3,SE-O,mean,,548.025125
