reference_date,target_end_date,target,horizon,location,location_name,forecast_kind,observed_value,median,wis,covered_50,covered_80,covered_95,outcome_data_version
2026-02-08,2026-02-22,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,257,26.8917466859,166.199448524,false,false,false,2026-08-25T00:00:00Z
2026-02-15,2026-03-01,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,185,175.368184308,27.6133408119,true,true,true,2026-08-25T00:00:00Z
2026-02-22,2026-03-08,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,143,259.094097636,45.5807338082,true,true,true,2026-08-25T00:00:00Z
2026-03-01,2026-03-15,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,80,245.060114232,52.6467334811,true,true,true,2026-08-25T00:00:00Z
2026-03-08,2026-03-22,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,50,244.529656419,54.9561775188,true,true,true,2026-08-25T00:00:00Z
2026-03-15,2026-03-29,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,39,260,61.520578653,true,true,true,2026-08-25T00:00:00Z
2026-03-22,2026-04-05,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,24,231.14725406,56.8755275921,true,true,true,2026-08-25T00:00:00Z
2026-03-29,2026-04-12,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,27,139.54229074,36.2846015739,true,true,true,2026-08-25T00:00:00Z
2026-04-05,2026-04-19,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,13,38.5170648808,27.5758127029,false,false,true,2026-08-25T00:00:00Z
2026-04-12,2026-04-26,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,7,24,24.2979990066,false,false,true,2026-08-25T00:00:00Z
2026-04-19,2026-05-03,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,7,26.6571274528,24.7123698867,false,false,true,2026-08-25T00:00:00Z
2026-04-26,2026-05-10,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,7,21.4425405114,21.5144338751,false,false,true,2026-08-25T00:00:00Z
2026-05-03,2026-05-17,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,2,20.4566301546,24.9759894326,false,false,false,2026-08-25T00:00:00Z
2026-05-10,2026-05-24,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,6,13,19.8174399703,false,false,true,2026-08-25T00:00:00Z
2026-05-17,2026-05-31,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,forecast,2,13,23.5131467696,false,false,false,2026-08-25T00:00:00Z
2025-12-21,2026-01-11,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,260,0,256.969783848,false,false,false,2026-08-25T00:00:00Z
2025-12-28,2026-01-18,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,151,114.442461691,10.7934898323,true,true,true,2026-08-25T00:00:00Z
2026-01-04,2026-01-25,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,135,392.007382441,244.36681783,false,false,false,2026-08-25T00:00:00Z
2026-01-11,2026-02-01,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,203,763.583442575,266.251628018,false,false,true,2026-08-25T00:00:00Z
2026-01-18,2026-02-08,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,230,281,109.678462473,true,true,true,2026-08-25T00:00:00Z
2026-01-25,2026-02-15,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,281,179.173604107,72.2711027651,true,true,true,2026-08-25T00:00:00Z
2026-02-01,2026-02-22,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,257,160.798117295,56.0432082941,true,true,true,2026-08-25T00:00:00Z
2026-02-08,2026-03-01,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,185,162.186879791,31.2991231787,false,true,true,2026-08-25T00:00:00Z
2026-02-15,2026-03-08,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,143,219.350573053,42.5326537278,false,true,true,2026-08-25T00:00:00Z
2026-02-22,2026-03-15,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,80,259.5094836,86.4911274719,false,true,true,2026-08-25T00:00:00Z
2026-03-01,2026-03-22,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,50,266.161706993,101.255178096,false,true,true,2026-08-25T00:00:00Z
2026-03-08,2026-03-29,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,39,281,104.851961195,false,true,true,2026-08-25T00:00:00Z
2026-03-15,2026-04-05,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,24,191.547428693,82.1171175388,false,true,true,2026-08-25T00:00:00Z
2026-03-22,2026-04-12,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,27,157.481334439,51.074684882,false,true,true,2026-08-25T00:00:00Z
2026-03-29,2026-04-19,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,13,138.37864565,43.5172127338,false,true,true,2026-08-25T00:00:00Z
2026-04-05,2026-04-26,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,7,99.1927708234,41.8895734195,false,false,true,2026-08-25T00:00:00Z
2026-04-12,2026-05-03,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,7,56.8522249764,35.5547776163,false,false,true,2026-08-25T00:00:00Z
2026-04-19,2026-05-10,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,7,57.3008293081,32.9027725076,false,false,true,2026-08-25T00:00:00Z
2026-04-26,2026-05-17,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,2,34.6212062962,33.273660973,false,false,false,2026-08-25T00:00:00Z
2026-05-03,2026-05-24,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,6,34.2743407545,26.0842086541,false,false,true,2026-08-25T00:00:00Z
2026-05-10,2026-05-31,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,2,24.7361898417,25.5411767822,false,false,false,2026-08-25T00:00:00Z
2026-05-17,2026-06-07,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,forecast,2,25.0387376932,25.5953821438,false,false,false,2026-08-25T00:00:00Z
