reference_date,horizon,location,output_type_id,term,coefficient,selected_alpha,training_sample_count
2026-05-10,0,SE,0.9,hubdemo-mean3,0,0.01,31
2026-05-10,0,SE,0.9,hubdemo-mean6,0,0.01,31
2026-05-10,0,SE,0.9,hubdemo-persistence,0.664917099403,0.01,31
2026-05-10,0,SE,0.975,intercept,438.703007137,0.01,31
2026-05-10,0,SE,0.975,hubdemo-damped4,0,0.01,31
2026-05-10,0,SE,0.975,hubdemo-exptrend4,0.266925626895,0.01,31
2026-05-10,0,SE,0.975,hubdemo-linear4,0,0.01,31
2026-05-10,0,SE,0.975,hubdemo-mean3,0,0.01,31
2026-05-10,0,SE,0.975,hubdemo-mean6,0,0.01,31
2026-05-10,0,SE,0.975,hubdemo-persistence,0.659825644996,0.01,31
2026-05-17,0,SE,0.025,intercept,29,1,32
2026-05-17,0,SE,0.025,hubdemo-damped4,0,1,32
2026-05-17,0,SE,0.025,hubdemo-exptrend4,0,1,32
2026-05-17,0,SE,0.025,hubdemo-linear4,0,1,32
2026-05-17,0,SE,0.025,hubdemo-mean3,0,1,32
2026-05-17,0,SE,0.025,hubdemo-mean6,0,1,32
2026-05-17,0,SE,0.025,hubdemo-persistence,0,1,32
2026-05-17,0,SE,0.1,intercept,39.8268626702,0.1,32
2026-05-17,0,SE,0.1,hubdemo-damped4,0,0.1,32
2026-05-17,0,SE,0.1,hubdemo-exptrend4,0,0.1,32
2026-05-17,0,SE,0.1,hubdemo-linear4,0,0.1,32
2026-05-17,0,SE,0.1,hubdemo-mean3,0,0.1,32
2026-05-17,0,SE,0.1,hubdemo-mean6,0.184155298862,0.1,32
2026-05-17,0,SE,0.1,hubdemo-persistence,0,0.1,32
2026-05-17,0,SE,0.25,intercept,21.7454463294,0.1,32
2026-05-17,0,SE,0.25,hubdemo-damped4,0,0.1,32
2026-05-17,0,SE,0.25,hubdemo-exptrend4,0.492502450806,0.1,32
2026-05-17,0,SE,0.25,hubdemo-linear4,0,0.1,32
2026-05-17,0,SE,0.25,hubdemo-mean3,0,0.1,32
2026-05-17,0,SE,0.25,hubdemo-mean6,0.0508797232318,0.1,32
2026-05-17,0,SE,0.25,hubdemo-persistence,0.0673144843098,0.1,32
2026-05-17,0,SE,0.5,intercept,15.1557367855,0.01,32
2026-05-17,0,SE,0.5,hubdemo-damped4,0,0.01,32
2026-05-17,0,SE,0.5,hubdemo-exptrend4,0.510630847629,0.01,32
2026-05-17,0,SE,0.5,hubdemo-linear4,0,0.01,32
2026-05-17,0,SE,0.5,hubdemo-mean3,-0.315165818608,0.01,32
2026-05-17,0,SE,0.5,hubdemo-mean6,0.201559337419,0.01,32
2026-05-17,0,SE,0.5,hubdemo-persistence,0.335234830001,0.01,32
2026-05-17,0,SE,0.75,intercept,116.778138588,0.1,32
2026-05-17,0,SE,0.75,hubdemo-damped4,0,0.1,32
2026-05-17,0,SE,0.75,hubdemo-exptrend4,0.351822339591,0.1,32
2026-05-17,0,SE,0.75,hubdemo-linear4,0,0.1,32
2026-05-17,0,SE,0.75,hubdemo-mean3,0,0.1,32
2026-05-17,0,SE,0.75,hubdemo-mean6,0,0.1,32
2026-05-17,0,SE,0.75,hubdemo-persistence,0.450948195584,0.1,32
2026-05-17,0,SE,0.9,intercept,166.086873968,0.01,32
2026-05-17,0,SE,0.9,hubdemo-damped4,0,0.01,32
2026-05-17,0,SE,0.9,hubdemo-exptrend4,0.440675511633,0.01,32
2026-05-17,0,SE,0.9,hubdemo-linear4,0,0.01,32
2026-05-17,0,SE,0.9,hubdemo-mean3,0,0.01,32
2026-05-17,0,SE,0.9,hubdemo-mean6,0,0.01,32
2026-05-17,0,SE,0.9,hubdemo-persistence,0.664917099403,0.01,32
2026-05-17,0,SE,0.975,intercept,438.703007137,0.01,32
2026-05-17,0,SE,0.975,hubdemo-damped4,0,0.01,32
2026-05-17,0,SE,0.975,hubdemo-exptrend4,0.266925626895,0.01,32
2026-05-17,0,SE,0.975,hubdemo-linear4,0,0.01,32
2026-05-17,0,SE,0.975,hubdemo-mean3,0,0.01,32
2026-05-17,0,SE,0.975,hubdemo-mean6,0,0.01,32
2026-05-17,0,SE,0.975,hubdemo-persistence,0.659825644996,0.01,32
2025-12-07,1,SE,0.025,intercept,-111.096065997,0,8
2025-12-07,1,SE,0.025,hubdemo-damped4,-44.4035772635,0,8
2025-12-07,1,SE,0.025,hubdemo-exptrend4,-3.71066074871,0,8
2025-12-07,1,SE,0.025,hubdemo-linear4,21.4008037012,0,8
2025-12-07,1,SE,0.025,hubdemo-mean3,-32.0081068367,0,8
2025-12-07,1,SE,0.025,hubdemo-mean6,2.10319984398,0,8
2025-12-07,1,SE,0.025,hubdemo-persistence,62.1511651293,0,8
2025-12-07,1,SE,0.1,intercept,-111.096065997,0,8
2025-12-07,1,SE,0.1,hubdemo-damped4,-44.4035772635,0,8
2025-12-07,1,SE,0.1,hubdemo-exptrend4,-3.71066074871,0,8
2025-12-07,1,SE,0.1,hubdemo-linear4,21.4008037012,0,8
2025-12-07,1,SE,0.1,hubdemo-mean3,-32.0081068367,0,8
2025-12-07,1,SE,0.1,hubdemo-mean6,2.10319984398,0,8
2025-12-07,1,SE,0.1,hubdemo-persistence,62.1511651293,0,8
2025-12-07,1,SE,0.25,intercept,-111.096065997,0,8
2025-12-07,1,SE,0.25,hubdemo-damped4,-44.4035772635,0,8
2025-12-07,1,SE,0.25,hubdemo-exptrend4,-3.71066074871,0,8
2025-12-07,1,SE,0.25,hubdemo-linear4,21.4008037012,0,8
2025-12-07,1,SE,0.25,hubdemo-mean3,-32.0081068367,0,8
2025-12-07,1,SE,0.25,hubdemo-mean6,2.10319984398,0,8
2025-12-07,1,SE,0.25,hubdemo-persistence,62.1511651293,0,8
2025-12-07,1,SE,0.5,intercept,-108.204016153,0,8
2025-12-07,1,SE,0.5,hubdemo-damped4,-49.1859752792,0,8
2025-12-07,1,SE,0.5,hubdemo-exptrend4,-3.94617916104,0,8
2025-12-07,1,SE,0.5,hubdemo-linear4,24.1481761255,0,8
2025-12-07,1,SE,0.5,hubdemo-mean3,-33.9301453586,0,8
2025-12-07,1,SE,0.5,hubdemo-mean6,1.41893906416,0,8
2025-12-07,1,SE,0.5,hubdemo-persistence,66.8426418461,0,8
2025-12-07,1,SE,0.75,intercept,-108.204016153,0,8
2025-12-07,1,SE,0.75,hubdemo-damped4,-49.1859752792,0,8
2025-12-07,1,SE,0.75,hubdemo-exptrend4,-3.94617916104,0,8
2025-12-07,1,SE,0.75,hubdemo-linear4,24.1481761255,0,8
2025-12-07,1,SE,0.75,hubdemo-mean3,-33.9301453586,0,8
2025-12-07,1,SE,0.75,hubdemo-mean6,1.41893906416,0,8
2025-12-07,1,SE,0.75,hubdemo-persistence,66.8426418461,0,8
2025-12-07,1,SE,0.9,intercept,-86.6959640496,0.001,8
2025-12-07,1,SE,0.9,hubdemo-damped4,0,0.001,8
2025-12-07,1,SE,0.9,hubdemo-exptrend4,-3.10463425954,0.001,8
2025-12-07,1,SE,0.9,hubdemo-linear4,0,0.001,8
2025-12-07,1,SE,0.9,hubdemo-mean3,-11.7155958145,0.001,8
2025-12-07,1,SE,0.9,hubdemo-mean6,5.30103033497,0.001,8
2025-12-07,1,SE,0.9,hubdemo-persistence,15.4270549482,0.001,8
2025-12-07,1,SE,0.975,intercept,-108.204016153,0,8
2025-12-07,1,SE,0.975,hubdemo-damped4,-49.1859752792,0,8
2025-12-07,1,SE,0.975,hubdemo-exptrend4,-3.94617916104,0,8
2025-12-07,1,SE,0.975,hubdemo-linear4,24.1481761255,0,8
2025-12-07,1,SE,0.975,hubdemo-mean3,-33.9301453586,0,8
2025-12-07,1,SE,0.975,hubdemo-mean6,1.41893906416,0,8
2025-12-07,1,SE,0.975,hubdemo-persistence,66.8426418461,0,8
2025-12-14,1,SE,0.025,intercept,-152.102289587,0.001,9
2025-12-14,1,SE,0.025,hubdemo-damped4,0,0.001,9
2025-12-14,1,SE,0.025,hubdemo-exptrend4,0,0.001,9
2025-12-14,1,SE,0.025,hubdemo-linear4,0,0.001,9
2025-12-14,1,SE,0.025,hubdemo-mean3,-14.1029193558,0.001,9
2025-12-14,1,SE,0.025,hubdemo-mean6,17.6046584446,0.001,9
2025-12-14,1,SE,0.025,hubdemo-persistence,5.00582305574,0.001,9
2025-12-14,1,SE,0.1,intercept,-38.8920505449,0.01,9
2025-12-14,1,SE,0.1,hubdemo-damped4,0,0.01,9
2025-12-14,1,SE,0.1,hubdemo-exptrend4,0,0.01,9
2025-12-14,1,SE,0.1,hubdemo-linear4,0,0.01,9
2025-12-14,1,SE,0.1,hubdemo-mean3,-5.35810909715,0.01,9
2025-12-14,1,SE,0.1,hubdemo-mean6,6.55776374887,0.01,9
2025-12-14,1,SE,0.1,hubdemo-persistence,2.45980926872,0.01,9
2025-12-14,1,SE,0.25,intercept,-139.242361902,0.01,9
2025-12-14,1,SE,0.25,hubdemo-damped4,0,0.01,9
2025-12-14,1,SE,0.25,hubdemo-exptrend4,0,0.01,9
2025-12-14,1,SE,0.25,hubdemo-linear4,0,0.01,9
2025-12-14,1,SE,0.25,hubdemo-mean3,-12.0619415046,0.01,9
2025-12-14,1,SE,0.25,hubdemo-mean6,15.0084663772,0.01,9
2025-12-14,1,SE,0.25,hubdemo-persistence,4.9239811894,0.01,9
2025-12-14,1,SE,0.5,intercept,-109.08187587,0.01,9
2025-12-14,1,SE,0.5,hubdemo-damped4,0,0.01,9
2025-12-14,1,SE,0.5,hubdemo-exptrend4,-0.537819546831,0.01,9
2025-12-14,1,SE,0.5,hubdemo-linear4,0,0.01,9
2025-12-14,1,SE,0.5,hubdemo-mean3,-11.4282965724,0.01,9
2025-12-14,1,SE,0.5,hubdemo-mean6,12.7622943064,0.01,9
2025-12-14,1,SE,0.5,hubdemo-persistence,6.24953499024,0.01,9
2025-12-14,1,SE,0.75,intercept,-193.307855861,0.001,9
2025-12-14,1,SE,0.75,hubdemo-damped4,0,0.001,9
2025-12-14,1,SE,0.75,hubdemo-exptrend4,1.81510707073,0.001,9
2025-12-14,1,SE,0.75,hubdemo-linear4,1.88003626714,0.001,9
2025-12-14,1,SE,0.75,hubdemo-mean3,-22.2562512884,0.001,9
2025-12-14,1,SE,0.75,hubdemo-mean6,32.6926364548,0.001,9
2025-12-14,1,SE,0.75,hubdemo-persistence,-2.04371676872,0.001,9
2025-12-14,1,SE,0.9,intercept,-173.656529759,0.001,9
2025-12-14,1,SE,0.9,hubdemo-damped4,0,0.001,9
2025-12-14,1,SE,0.9,hubdemo-exptrend4,1.4045210044,0.001,9
2025-12-14,1,SE,0.9,hubdemo-linear4,0.97484400119,0.001,9
2025-12-14,1,SE,0.9,hubdemo-mean3,-20.0605122011,0.001,9
2025-12-14,1,SE,0.9,hubdemo-mean6,29.0292677565,0.001,9
2025-12-14,1,SE,0.9,hubdemo-persistence,0,0.001,9
2025-12-14,1,SE,0.975,intercept,-210.871900747,0,9
2025-12-14,1,SE,0.975,hubdemo-damped4,12.883031707,0,9
2025-12-14,1,SE,0.975,hubdemo-exptrend4,1.89784383415,0,9
2025-12-14,1,SE,0.975,hubdemo-linear4,-2.54048672639,0,9
2025-12-14,1,SE,0.975,hubdemo-mean3,-19.6586456812,0,9
2025-12-14,1,SE,0.975,hubdemo-mean6,36.6202400474,0,9
2025-12-14,1,SE,0.975,hubdemo-persistence,-16.5699005461,0,9
2025-12-21,1,SE,0.025,intercept,-143.490436597,0.001,10
2025-12-21,1,SE,0.025,hubdemo-damped4,0,0.001,10
2025-12-21,1,SE,0.025,hubdemo-exptrend4,0.234523560811,0.001,10
2025-12-21,1,SE,0.025,hubdemo-linear4,0,0.001,10
2025-12-21,1,SE,0.025,hubdemo-mean3,-13.4043646124,0.001,10
2025-12-21,1,SE,0.025,hubdemo-mean6,15.9809962103,0.001,10
2025-12-21,1,SE,0.025,hubdemo-persistence,4.92699390403,0.001,10
2025-12-21,1,SE,0.1,intercept,-165.229357798,0.01,10
2025-12-21,1,SE,0.1,hubdemo-damped4,0.955657492355,0.01,10
2025-12-21,1,SE,0.1,hubdemo-exptrend4,0,0.01,10
2025-12-21,1,SE,0.1,hubdemo-linear4,0,0.01,10
2025-12-21,1,SE,0.1,hubdemo-mean3,0,0.01,10
2025-12-21,1,SE,0.1,hubdemo-mean6,0,0.01,10
2025-12-21,1,SE,0.1,hubdemo-persistence,2.62232415902,0.01,10
2025-12-21,1,SE,0.25,intercept,-160.388498222,0.01,10
2025-12-21,1,SE,0.25,hubdemo-damped4,0,0.01,10
2025-12-21,1,SE,0.25,hubdemo-exptrend4,0.159459175303,0.01,10
2025-12-21,1,SE,0.25,hubdemo-linear4,0,0.01,10
2025-12-21,1,SE,0.25,hubdemo-mean3,-10.8601192034,0.01,10
2025-12-21,1,SE,0.25,hubdemo-mean6,14.5229784372,0.01,10
2025-12-21,1,SE,0.25,hubdemo-persistence,4.30822691134,0.01,10
2025-12-21,1,SE,0.5,intercept,-144.019422089,0.01,10
2025-12-21,1,SE,0.5,hubdemo-damped4,0,0.01,10
2025-12-21,1,SE,0.5,hubdemo-exptrend4,0.225115007253,0.01,10
2025-12-21,1,SE,0.5,hubdemo-linear4,0,0.01,10
2025-12-21,1,SE,0.5,hubdemo-mean3,-12.1591444025,0.01,10
2025-12-21,1,SE,0.5,hubdemo-mean6,15.5353179999,0.01,10
2025-12-21,1,SE,0.5,hubdemo-persistence,4.41649870659,0.01,10
2025-12-21,1,SE,0.75,intercept,-151.035780487,0.001,10
2025-12-21,1,SE,0.75,hubdemo-damped4,1.83967220933,0.001,10
2025-12-21,1,SE,0.75,hubdemo-exptrend4,0.454378497818,0.001,10
2025-12-21,1,SE,0.75,hubdemo-linear4,0,0.001,10
2025-12-21,1,SE,0.75,hubdemo-mean3,-14.7475608383,0.001,10
2025-12-21,1,SE,0.75,hubdemo-mean6,22.6105637385,0.001,10
2025-12-21,1,SE,0.75,hubdemo-persistence,0,0.001,10
2025-12-21,1,SE,0.9,intercept,-151.035780487,0.001,10
2025-12-21,1,SE,0.9,hubdemo-damped4,1.83967220933,0.001,10
2025-12-21,1,SE,0.9,hubdemo-exptrend4,0.454378497818,0.001,10
2025-12-21,1,SE,0.9,hubdemo-linear4,0,0.001,10
2025-12-21,1,SE,0.9,hubdemo-mean3,-14.7475608383,0.001,10
2025-12-21,1,SE,0.9,hubdemo-mean6,22.6105637385,0.001,10
2025-12-21,1,SE,0.9,hubdemo-persistence,0,0.001,10
2025-12-21,1,SE,0.975,intercept,-156.772308285,0,10
2025-12-21,1,SE,0.975,hubdemo-damped4,29.1286872599,0,10
2025-12-21,1,SE,0.975,hubdemo-exptrend4,0.409082801061,0,10
2025-12-21,1,SE,0.975,hubdemo-linear4,-11.6270067482,0,10
2025-12-21,1,SE,0.975,hubdemo-mean3,-7.8634642624,0,10
2025-12-21,1,SE,0.975,hubdemo-mean6,27.3589534206,0,10
2025-12-21,1,SE,0.975,hubdemo-persistence,-26.9578740149,0,10
2025-12-28,1,SE,0.025,intercept,-76.3742765289,0.01,11
2025-12-28,1,SE,0.025,hubdemo-damped4,0,0.01,11
2025-12-28,1,SE,0.025,hubdemo-exptrend4,0,0.01,11
2025-12-28,1,SE,0.025,hubdemo-linear4,0,0.01,11
2025-12-28,1,SE,0.025,hubdemo-mean3,0,0.01,11
2025-12-28,1,SE,0.025,hubdemo-mean6,0.0474760067021,0.01,11
2025-12-28,1,SE,0.025,hubdemo-persistence,2.37471609606,0.01,11
2025-12-28,1,SE,0.1,intercept,55,0.1,11
2025-12-28,1,SE,0.1,hubdemo-damped4,0,0.1,11
2025-12-28,1,SE,0.1,hubdemo-exptrend4,0,0.1,11
2025-12-28,1,SE,0.1,hubdemo-linear4,0,0.1,11
2025-12-28,1,SE,0.1,hubdemo-mean3,0,0.1,11
2025-12-28,1,SE,0.1,hubdemo-mean6,0,0.1,11
2025-12-28,1,SE,0.1,hubdemo-persistence,0,0.1,11
2025-12-28,1,SE,0.25,intercept,-110.919270665,0.1,11
2025-12-28,1,SE,0.25,hubdemo-damped4,0,0.1,11
2025-12-28,1,SE,0.25,hubdemo-exptrend4,0,0.1,11
2025-12-28,1,SE,0.25,hubdemo-linear4,0,0.1,11
2025-12-28,1,SE,0.25,hubdemo-mean3,0,0.1,11
2025-12-28,1,SE,0.25,hubdemo-mean6,5.01428578592,0.1,11
2025-12-28,1,SE,0.25,hubdemo-persistence,0.715338667275,0.1,11
2025-12-28,1,SE,0.5,intercept,-85.4464571474,0.01,11
2025-12-28,1,SE,0.5,hubdemo-damped4,0,0.01,11
2025-12-28,1,SE,0.5,hubdemo-exptrend4,-0.688069888301,0.01,11
2025-12-28,1,SE,0.5,hubdemo-linear4,0,0.01,11
2025-12-28,1,SE,0.5,hubdemo-mean3,0,0.01,11
2025-12-28,1,SE,0.5,hubdemo-mean6,0,0.01,11
2025-12-28,1,SE,0.5,hubdemo-persistence,5.47774368491,0.01,11
2025-12-28,1,SE,0.75,intercept,-161.758290967,0.001,11
2025-12-28,1,SE,0.75,hubdemo-damped4,3.51913610576,0.001,11
2025-12-28,1,SE,0.75,hubdemo-exptrend4,-0.476929975064,0.001,11
2025-12-28,1,SE,0.75,hubdemo-linear4,2.40317392589,0.001,11
2025-12-28,1,SE,0.75,hubdemo-mean3,-22.1244709465,0.001,11
2025-12-28,1,SE,0.75,hubdemo-mean6,26.5957589648,0.001,11
2025-12-28,1,SE,0.75,hubdemo-persistence,0,0.001,11
2025-12-28,1,SE,0.9,intercept,-144.845066847,0.001,11
2025-12-28,1,SE,0.9,hubdemo-damped4,1.09174793884,0.001,11
2025-12-28,1,SE,0.9,hubdemo-exptrend4,-0.560975277422,0.001,11
2025-12-28,1,SE,0.9,hubdemo-linear4,0,0.001,11
2025-12-28,1,SE,0.9,hubdemo-mean3,-16.9862260516,0.001,11
2025-12-28,1,SE,0.9,hubdemo-mean6,17.6975111892,0.001,11
2025-12-28,1,SE,0.9,hubdemo-persistence,7.42372949184,0.001,11
2025-12-28,1,SE,0.975,intercept,-162.454745738,0,11
2025-12-28,1,SE,0.975,hubdemo-damped4,2.34872024957,0,11
2025-12-28,1,SE,0.975,hubdemo-exptrend4,-0.478371514131,0,11
2025-12-28,1,SE,0.975,hubdemo-linear4,2.86243215249,0,11
2025-12-28,1,SE,0.975,hubdemo-mean3,-22.3846862352,0,11
2025-12-28,1,SE,0.975,hubdemo-mean6,26.3350438222,0,11
2025-12-28,1,SE,0.975,hubdemo-persistence,1.22762108906,0,11
2026-01-04,1,SE,0.025,intercept,33,1,12
2026-01-04,1,SE,0.025,hubdemo-damped4,0,1,12
2026-01-04,1,SE,0.025,hubdemo-exptrend4,0,1,12
2026-01-04,1,SE,0.025,hubdemo-linear4,0,1,12
2026-01-04,1,SE,0.025,hubdemo-mean3,0,1,12
2026-01-04,1,SE,0.025,hubdemo-mean6,0,1,12
2026-01-04,1,SE,0.025,hubdemo-persistence,0,1,12
2026-01-04,1,SE,0.1,intercept,55,0.1,12
2026-01-04,1,SE,0.1,hubdemo-damped4,0,0.1,12
2026-01-04,1,SE,0.1,hubdemo-exptrend4,0,0.1,12
2026-01-04,1,SE,0.1,hubdemo-linear4,0,0.1,12
2026-01-04,1,SE,0.1,hubdemo-mean3,0,0.1,12
2026-01-04,1,SE,0.1,hubdemo-mean6,0,0.1,12
2026-01-04,1,SE,0.1,hubdemo-persistence,0,0.1,12
2026-01-04,1,SE,0.25,intercept,59,1,12
2026-01-04,1,SE,0.25,hubdemo-damped4,0,1,12
2026-01-04,1,SE,0.25,hubdemo-exptrend4,0,1,12
2026-01-04,1,SE,0.25,hubdemo-linear4,0,1,12
2026-01-04,1,SE,0.25,hubdemo-mean3,0,1,12
2026-01-04,1,SE,0.25,hubdemo-mean6,0,1,12
2026-01-04,1,SE,0.25,hubdemo-persistence,0,1,12
2026-01-04,1,SE,0.5,intercept,-22.7792467995,0.001,12
2026-01-04,1,SE,0.5,hubdemo-damped4,3.56546035513,0.001,12
2026-01-04,1,SE,0.5,hubdemo-exptrend4,0.787565570193,0.001,12
2026-01-04,1,SE,0.5,hubdemo-linear4,0,0.001,12
2026-01-04,1,SE,0.5,hubdemo-mean3,-32.6701243118,0.001,12
2026-01-04,1,SE,0.5,hubdemo-mean6,38.0753515757,0.001,12
2026-01-04,1,SE,0.5,hubdemo-persistence,0,0.001,12
2026-01-04,1,SE,0.75,intercept,-81.279185735,0.001,12
2026-01-04,1,SE,0.75,hubdemo-damped4,0,0.001,12
2026-01-04,1,SE,0.75,hubdemo-exptrend4,0,0.001,12
2026-01-04,1,SE,0.75,hubdemo-linear4,6.77345475892,0.001,12
2026-01-04,1,SE,0.75,hubdemo-mean3,-36.37763131,0.001,12
2026-01-04,1,SE,0.75,hubdemo-mean6,40.1416709909,0.001,12
2026-01-04,1,SE,0.75,hubdemo-persistence,0,0.001,12
2026-01-04,1,SE,0.9,intercept,-128.977722737,0.001,12
2026-01-04,1,SE,0.9,hubdemo-damped4,5.79850877614,0.001,12
2026-01-04,1,SE,0.9,hubdemo-exptrend4,-0.430383697176,0.001,12
2026-01-04,1,SE,0.9,hubdemo-linear4,0,0.001,12
2026-01-04,1,SE,0.9,hubdemo-mean3,-20.7003481944,0.001,12
2026-01-04,1,SE,0.9,hubdemo-mean6,24.4547665837,0.001,12
2026-01-04,1,SE,0.9,hubdemo-persistence,0,0.001,12
2026-01-04,1,SE,0.975,intercept,-119.498417901,0,12
2026-01-04,1,SE,0.975,hubdemo-damped4,37.7280526948,0,12
2026-01-04,1,SE,0.975,hubdemo-exptrend4,-0.10378415618,0,12
2026-01-04,1,SE,0.975,hubdemo-linear4,7.60349351472,0,12
2026-01-04,1,SE,0.975,hubdemo-mean3,-39.6573552808,0,12
2026-01-04,1,SE,0.975,hubdemo-mean6,73.8987086275,0,12
2026-01-04,1,SE,0.975,hubdemo-persistence,-64.0675085663,0,12
2026-01-11,1,SE,0.025,intercept,33,1,13
2026-01-11,1,SE,0.025,hubdemo-damped4,0,1,13
2026-01-11,1,SE,0.025,hubdemo-exptrend4,0,1,13
2026-01-11,1,SE,0.025,hubdemo-linear4,0,1,13
2026-01-11,1,SE,0.025,hubdemo-mean3,0,1,13
2026-01-11,1,SE,0.025,hubdemo-mean6,0,1,13
2026-01-11,1,SE,0.025,hubdemo-persistence,0,1,13
2026-01-11,1,SE,0.1,intercept,55,0.1,13
2026-01-11,1,SE,0.1,hubdemo-damped4,0,0.1,13
2026-01-11,1,SE,0.1,hubdemo-exptrend4,0,0.1,13
2026-01-11,1,SE,0.1,hubdemo-linear4,0,0.1,13
2026-01-11,1,SE,0.1,hubdemo-mean3,0,0.1,13
2026-01-11,1,SE,0.1,hubdemo-mean6,0,0.1,13
2026-01-11,1,SE,0.1,hubdemo-persistence,0,0.1,13
2026-01-11,1,SE,0.25,intercept,-10.4551078917,0.01,13
2026-01-11,1,SE,0.25,hubdemo-damped4,0,0.01,13
2026-01-11,1,SE,0.25,hubdemo-exptrend4,0.147492742586,0.01,13
2026-01-11,1,SE,0.25,hubdemo-linear4,0,0.01,13
2026-01-11,1,SE,0.25,hubdemo-mean3,0,0.01,13
2026-01-11,1,SE,0.25,hubdemo-mean6,2.06826455444,0.01,13
2026-01-11,1,SE,0.25,hubdemo-persistence,0,0.01,13
2026-01-11,1,SE,0.5,intercept,11.5888959867,0.01,13
2026-01-11,1,SE,0.5,hubdemo-damped4,0,0.01,13
2026-01-11,1,SE,0.5,hubdemo-exptrend4,0.143140662728,0.01,13
2026-01-11,1,SE,0.5,hubdemo-linear4,0,0.01,13
2026-01-11,1,SE,0.5,hubdemo-mean3,0,0.01,13
2026-01-11,1,SE,0.5,hubdemo-mean6,2.06834323246,0.01,13
2026-01-11,1,SE,0.5,hubdemo-persistence,0,0.01,13
2026-01-11,1,SE,0.75,intercept,-138.334924207,0,13
2026-01-11,1,SE,0.75,hubdemo-damped4,90.3849860232,0,13
2026-01-11,1,SE,0.75,hubdemo-exptrend4,0.0787984532646,0,13
2026-01-11,1,SE,0.75,hubdemo-linear4,-26.2597616795,0,13
2026-01-11,1,SE,0.75,hubdemo-mean3,-18.2018244961,0,13
2026-01-11,1,SE,0.75,hubdemo-mean6,70.4716354214,0,13
2026-01-11,1,SE,0.75,hubdemo-persistence,-100.519834461,0,13
2026-01-11,1,SE,0.9,intercept,-82.0950729286,0.001,13
2026-01-11,1,SE,0.9,hubdemo-damped4,3.47503178305,0.001,13
2026-01-11,1,SE,0.9,hubdemo-exptrend4,-0.30550066624,0.001,13
2026-01-11,1,SE,0.9,hubdemo-linear4,0,0.001,13
2026-01-11,1,SE,0.9,hubdemo-mean3,-22.7291792056,0.001,13
2026-01-11,1,SE,0.9,hubdemo-mean6,23.7379086886,0.001,13
2026-01-11,1,SE,0.9,hubdemo-persistence,4.1314689924,0.001,13
2026-01-11,1,SE,0.975,intercept,-138.334924207,0,13
2026-01-11,1,SE,0.975,hubdemo-damped4,90.3849860232,0,13
2026-01-11,1,SE,0.975,hubdemo-exptrend4,0.0787984532646,0,13
2026-01-11,1,SE,0.975,hubdemo-linear4,-26.2597616795,0,13
2026-01-11,1,SE,0.975,hubdemo-mean3,-18.2018244961,0,13
2026-01-11,1,SE,0.975,hubdemo-mean6,70.4716354214,0,13
2026-01-11,1,SE,0.975,hubdemo-persistence,-100.519834461,0,13
2026-01-18,1,SE,0.025,intercept,33,1,14
2026-01-18,1,SE,0.025,hubdemo-damped4,0,1,14
2026-01-18,1,SE,0.025,hubdemo-exptrend4,0,1,14
2026-01-18,1,SE,0.025,hubdemo-linear4,0,1,14
2026-01-18,1,SE,0.025,hubdemo-mean3,0,1,14
2026-01-18,1,SE,0.025,hubdemo-mean6,0,1,14
2026-01-18,1,SE,0.025,hubdemo-persistence,0,1,14
2026-01-18,1,SE,0.1,intercept,55,0.1,14
2026-01-18,1,SE,0.1,hubdemo-damped4,0,0.1,14
2026-01-18,1,SE,0.1,hubdemo-exptrend4,0,0.1,14
2026-01-18,1,SE,0.1,hubdemo-linear4,0,0.1,14
2026-01-18,1,SE,0.1,hubdemo-mean3,0,0.1,14
2026-01-18,1,SE,0.1,hubdemo-mean6,0,0.1,14
2026-01-18,1,SE,0.1,hubdemo-persistence,0,0.1,14
2026-01-18,1,SE,0.25,intercept,59,1,14
2026-01-18,1,SE,0.25,hubdemo-damped4,0,1,14
2026-01-18,1,SE,0.25,hubdemo-exptrend4,0,1,14
2026-01-18,1,SE,0.25,hubdemo-linear4,0,1,14
2026-01-18,1,SE,0.25,hubdemo-mean3,0,1,14
2026-01-18,1,SE,0.25,hubdemo-mean6,0,1,14
2026-01-18,1,SE,0.25,hubdemo-persistence,0,1,14
2026-01-18,1,SE,0.5,intercept,36.4629997133,0.01,14
2026-01-18,1,SE,0.5,hubdemo-damped4,0,0.01,14
2026-01-18,1,SE,0.5,hubdemo-exptrend4,0.41768373389,0.01,14
2026-01-18,1,SE,0.5,hubdemo-linear4,0,0.01,14
2026-01-18,1,SE,0.5,hubdemo-mean3,0,0.01,14
2026-01-18,1,SE,0.5,hubdemo-mean6,0.096524751195,0.01,14
2026-01-18,1,SE,0.5,hubdemo-persistence,0,0.01,14
2026-01-18,1,SE,0.75,intercept,-141.542023293,0,14
2026-01-18,1,SE,0.75,hubdemo-damped4,91.9952962551,0,14
2026-01-18,1,SE,0.75,hubdemo-exptrend4,0.0795799373463,0,14
2026-01-18,1,SE,0.75,hubdemo-linear4,-27.0784972573,0,14
2026-01-18,1,SE,0.75,hubdemo-mean3,-17.6780198231,0,14
2026-01-18,1,SE,0.75,hubdemo-mean6,70.7117100362,0,14
2026-01-18,1,SE,0.75,hubdemo-persistence,-101.974857011,0,14
2026-01-18,1,SE,0.9,intercept,-40.8897336579,0.001,14
