reference_date,horizon,location,output_type_id,term,coefficient,selected_alpha,training_sample_count
2026-04-05,0,SE-O,0.25,intercept,3.93821859949,0.1,26
2026-04-05,0,SE-O,0.25,hubdemo-damped4,0,0.1,26
2026-04-05,0,SE-O,0.25,hubdemo-exptrend4,0.275634115075,0.1,26
2026-04-05,0,SE-O,0.25,hubdemo-linear4,0,0.1,26
2026-04-05,0,SE-O,0.25,hubdemo-mean3,0,0.1,26
2026-04-05,0,SE-O,0.25,hubdemo-mean6,0.0665719112444,0.1,26
2026-04-05,0,SE-O,0.25,hubdemo-persistence,0.207619710603,0.1,26
2026-04-05,0,SE-O,0.5,intercept,5.55130480409,0.1,26
2026-04-05,0,SE-O,0.5,hubdemo-damped4,0.480910199231,0.1,26
2026-04-05,0,SE-O,0.5,hubdemo-exptrend4,0,0.1,26
2026-04-05,0,SE-O,0.5,hubdemo-linear4,0,0.1,26
2026-04-05,0,SE-O,0.5,hubdemo-mean3,0,0.1,26
2026-04-05,0,SE-O,0.5,hubdemo-mean6,0,0.1,26
2026-04-05,0,SE-O,0.5,hubdemo-persistence,0.350260034877,0.1,26
2026-04-05,0,SE-O,0.75,intercept,28.3488704264,0.1,26
2026-04-05,0,SE-O,0.75,hubdemo-damped4,0,0.1,26
2026-04-05,0,SE-O,0.75,hubdemo-exptrend4,0.243305887574,0.1,26
2026-04-05,0,SE-O,0.75,hubdemo-linear4,0,0.1,26
2026-04-05,0,SE-O,0.75,hubdemo-mean3,0,0.1,26
2026-04-05,0,SE-O,0.75,hubdemo-mean6,0,0.1,26
2026-04-05,0,SE-O,0.75,hubdemo-persistence,0.58310171266,0.1,26
2026-04-05,0,SE-O,0.9,intercept,186.065420561,0.1,26
2026-04-05,0,SE-O,0.9,hubdemo-damped4,0.233644859813,0.1,26
2026-04-05,0,SE-O,0.9,hubdemo-exptrend4,0,0.1,26
2026-04-05,0,SE-O,0.9,hubdemo-linear4,0,0.1,26
2026-04-05,0,SE-O,0.9,hubdemo-mean3,0,0.1,26
2026-04-05,0,SE-O,0.9,hubdemo-mean6,0,0.1,26
2026-04-05,0,SE-O,0.9,hubdemo-persistence,0,0.1,26
2026-04-05,0,SE-O,0.975,intercept,123.663730695,0.01,26
2026-04-05,0,SE-O,0.975,hubdemo-damped4,0,0.01,26
2026-04-05,0,SE-O,0.975,hubdemo-exptrend4,0.802614762489,0.01,26
2026-04-05,0,SE-O,0.975,hubdemo-linear4,0,0.01,26
2026-04-05,0,SE-O,0.975,hubdemo-mean3,0,0.01,26
2026-04-05,0,SE-O,0.975,hubdemo-mean6,0,0.01,26
2026-04-05,0,SE-O,0.975,hubdemo-persistence,0,0.01,26
2026-04-12,0,SE-O,0.025,intercept,3,1,27
2026-04-12,0,SE-O,0.025,hubdemo-damped4,0,1,27
2026-04-12,0,SE-O,0.025,hubdemo-exptrend4,0,1,27
2026-04-12,0,SE-O,0.025,hubdemo-linear4,0,1,27
2026-04-12,0,SE-O,0.025,hubdemo-mean3,0,1,27
2026-04-12,0,SE-O,0.025,hubdemo-mean6,0,1,27
2026-04-12,0,SE-O,0.025,hubdemo-persistence,0,1,27
2026-04-12,0,SE-O,0.1,intercept,3.93548387097,0.1,27
2026-04-12,0,SE-O,0.1,hubdemo-damped4,0,0.1,27
2026-04-12,0,SE-O,0.1,hubdemo-exptrend4,0,0.1,27
2026-04-12,0,SE-O,0.1,hubdemo-linear4,0,0.1,27
2026-04-12,0,SE-O,0.1,hubdemo-mean3,0.338709677419,0.1,27
2026-04-12,0,SE-O,0.1,hubdemo-mean6,0,0.1,27
2026-04-12,0,SE-O,0.1,hubdemo-persistence,0,0.1,27
2026-04-12,0,SE-O,0.25,intercept,3.95557831092,0.1,27
2026-04-12,0,SE-O,0.25,hubdemo-damped4,0,0.1,27
2026-04-12,0,SE-O,0.25,hubdemo-exptrend4,0.220514252717,0.1,27
2026-04-12,0,SE-O,0.25,hubdemo-linear4,0,0.1,27
2026-04-12,0,SE-O,0.25,hubdemo-mean3,0,0.1,27
2026-04-12,0,SE-O,0.25,hubdemo-mean6,0.018754192143,0.1,27
2026-04-12,0,SE-O,0.25,hubdemo-persistence,0.324586411279,0.1,27
2026-04-12,0,SE-O,0.5,intercept,5.55130480409,0.1,27
2026-04-12,0,SE-O,0.5,hubdemo-damped4,0.480910199231,0.1,27
2026-04-12,0,SE-O,0.5,hubdemo-exptrend4,0,0.1,27
2026-04-12,0,SE-O,0.5,hubdemo-linear4,0,0.1,27
2026-04-12,0,SE-O,0.5,hubdemo-mean3,0,0.1,27
2026-04-12,0,SE-O,0.5,hubdemo-mean6,0,0.1,27
2026-04-12,0,SE-O,0.5,hubdemo-persistence,0.350260034877,0.1,27
2026-04-12,0,SE-O,0.75,intercept,28.3488704264,0.1,27
2026-04-12,0,SE-O,0.75,hubdemo-damped4,0,0.1,27
2026-04-12,0,SE-O,0.75,hubdemo-exptrend4,0.243305887574,0.1,27
2026-04-12,0,SE-O,0.75,hubdemo-linear4,0,0.1,27
2026-04-12,0,SE-O,0.75,hubdemo-mean3,0,0.1,27
2026-04-12,0,SE-O,0.75,hubdemo-mean6,0,0.1,27
2026-04-12,0,SE-O,0.75,hubdemo-persistence,0.58310171266,0.1,27
2026-04-12,0,SE-O,0.9,intercept,26.2697960088,0.01,27
2026-04-12,0,SE-O,0.9,hubdemo-damped4,0,0.01,27
2026-04-12,0,SE-O,0.9,hubdemo-exptrend4,0.396167030613,0.01,27
2026-04-12,0,SE-O,0.9,hubdemo-linear4,0,0.01,27
2026-04-12,0,SE-O,0.9,hubdemo-mean3,0.551865869386,0.01,27
2026-04-12,0,SE-O,0.9,hubdemo-mean6,0,0.01,27
2026-04-12,0,SE-O,0.9,hubdemo-persistence,0.275041412451,0.01,27
2026-04-12,0,SE-O,0.975,intercept,25.6793428895,0.01,27
2026-04-12,0,SE-O,0.975,hubdemo-damped4,0,0.01,27
2026-04-12,0,SE-O,0.975,hubdemo-exptrend4,1.01911127691,0.01,27
2026-04-12,0,SE-O,0.975,hubdemo-linear4,0,0.01,27
2026-04-12,0,SE-O,0.975,hubdemo-mean3,0.420792861384,0.01,27
2026-04-12,0,SE-O,0.975,hubdemo-mean6,0,0.01,27
2026-04-12,0,SE-O,0.975,hubdemo-persistence,0,0.01,27
2026-04-19,0,SE-O,0.025,intercept,3,1,28
2026-04-19,0,SE-O,0.025,hubdemo-damped4,0,1,28
2026-04-19,0,SE-O,0.025,hubdemo-exptrend4,0,1,28
2026-04-19,0,SE-O,0.025,hubdemo-linear4,0,1,28
2026-04-19,0,SE-O,0.025,hubdemo-mean3,0,1,28
2026-04-19,0,SE-O,0.025,hubdemo-mean6,0,1,28
2026-04-19,0,SE-O,0.025,hubdemo-persistence,0,1,28
2026-04-19,0,SE-O,0.1,intercept,4.13427111925,0.1,28
2026-04-19,0,SE-O,0.1,hubdemo-damped4,0,0.1,28
2026-04-19,0,SE-O,0.1,hubdemo-exptrend4,0,0.1,28
2026-04-19,0,SE-O,0.1,hubdemo-linear4,0,0.1,28
2026-04-19,0,SE-O,0.1,hubdemo-mean3,0.309143219605,0.1,28
2026-04-19,0,SE-O,0.1,hubdemo-mean6,0.019501280686,0.1,28
2026-04-19,0,SE-O,0.1,hubdemo-persistence,0,0.1,28
2026-04-19,0,SE-O,0.25,intercept,3.95557831092,0.1,28
2026-04-19,0,SE-O,0.25,hubdemo-damped4,0,0.1,28
2026-04-19,0,SE-O,0.25,hubdemo-exptrend4,0.220514252717,0.1,28
2026-04-19,0,SE-O,0.25,hubdemo-linear4,0,0.1,28
2026-04-19,0,SE-O,0.25,hubdemo-mean3,0,0.1,28
2026-04-19,0,SE-O,0.25,hubdemo-mean6,0.018754192143,0.1,28
2026-04-19,0,SE-O,0.25,hubdemo-persistence,0.324586411279,0.1,28
2026-04-19,0,SE-O,0.5,intercept,10.1764625229,0.1,28
2026-04-19,0,SE-O,0.5,hubdemo-damped4,0.535306215722,0.1,28
2026-04-19,0,SE-O,0.5,hubdemo-exptrend4,0,0.1,28
2026-04-19,0,SE-O,0.5,hubdemo-linear4,0,0.1,28
2026-04-19,0,SE-O,0.5,hubdemo-mean3,0,0.1,28
2026-04-19,0,SE-O,0.5,hubdemo-mean6,0,0.1,28
2026-04-19,0,SE-O,0.5,hubdemo-persistence,0.269218464351,0.1,28
2026-04-19,0,SE-O,0.75,intercept,28.3488704264,0.1,28
2026-04-19,0,SE-O,0.75,hubdemo-damped4,0,0.1,28
2026-04-19,0,SE-O,0.75,hubdemo-exptrend4,0.243305887574,0.1,28
2026-04-19,0,SE-O,0.75,hubdemo-linear4,0,0.1,28
2026-04-19,0,SE-O,0.75,hubdemo-mean3,0,0.1,28
2026-04-19,0,SE-O,0.75,hubdemo-mean6,0,0.1,28
2026-04-19,0,SE-O,0.75,hubdemo-persistence,0.58310171266,0.1,28
2026-04-19,0,SE-O,0.9,intercept,26.2697960088,0.01,28
2026-04-19,0,SE-O,0.9,hubdemo-damped4,0,0.01,28
2026-04-19,0,SE-O,0.9,hubdemo-exptrend4,0.396167030613,0.01,28
2026-04-19,0,SE-O,0.9,hubdemo-linear4,0,0.01,28
2026-04-19,0,SE-O,0.9,hubdemo-mean3,0.551865869386,0.01,28
2026-04-19,0,SE-O,0.9,hubdemo-mean6,0,0.01,28
2026-04-19,0,SE-O,0.9,hubdemo-persistence,0.275041412451,0.01,28
2026-04-19,0,SE-O,0.975,intercept,25.6793428895,0.01,28
2026-04-19,0,SE-O,0.975,hubdemo-damped4,0,0.01,28
2026-04-19,0,SE-O,0.975,hubdemo-exptrend4,1.01911127691,0.01,28
2026-04-19,0,SE-O,0.975,hubdemo-linear4,0,0.01,28
2026-04-19,0,SE-O,0.975,hubdemo-mean3,0.420792861384,0.01,28
2026-04-19,0,SE-O,0.975,hubdemo-mean6,0,0.01,28
2026-04-19,0,SE-O,0.975,hubdemo-persistence,0,0.01,28
2026-04-26,0,SE-O,0.025,intercept,3,1,29
2026-04-26,0,SE-O,0.025,hubdemo-damped4,0,1,29
2026-04-26,0,SE-O,0.025,hubdemo-exptrend4,0,1,29
2026-04-26,0,SE-O,0.025,hubdemo-linear4,0,1,29
2026-04-26,0,SE-O,0.025,hubdemo-mean3,0,1,29
2026-04-26,0,SE-O,0.025,hubdemo-mean6,0,1,29
2026-04-26,0,SE-O,0.025,hubdemo-persistence,0,1,29
2026-04-26,0,SE-O,0.1,intercept,5.40893463688,0.1,29
2026-04-26,0,SE-O,0.1,hubdemo-damped4,0,0.1,29
2026-04-26,0,SE-O,0.1,hubdemo-exptrend4,0,0.1,29
2026-04-26,0,SE-O,0.1,hubdemo-linear4,0,0.1,29
2026-04-26,0,SE-O,0.1,hubdemo-mean3,0.19759450939,0.1,29
2026-04-26,0,SE-O,0.1,hubdemo-mean6,0.0274914063042,0.1,29
2026-04-26,0,SE-O,0.1,hubdemo-persistence,0,0.1,29
2026-04-26,0,SE-O,0.25,intercept,3.9401203781,0.1,29
2026-04-26,0,SE-O,0.25,hubdemo-damped4,0,0.1,29
2026-04-26,0,SE-O,0.25,hubdemo-exptrend4,0.312003903194,0.1,29
2026-04-26,0,SE-O,0.25,hubdemo-linear4,0,0.1,29
2026-04-26,0,SE-O,0.25,hubdemo-mean3,0.122185777516,0.1,29
2026-04-26,0,SE-O,0.25,hubdemo-mean6,0.0252519037038,0.1,29
2026-04-26,0,SE-O,0.25,hubdemo-persistence,0.0740577054348,0.1,29
2026-04-26,0,SE-O,0.5,intercept,6.06148921283,0.1,29
2026-04-26,0,SE-O,0.5,hubdemo-damped4,0.254046527612,0.1,29
2026-04-26,0,SE-O,0.5,hubdemo-exptrend4,0.2007468288,0.1,29
2026-04-26,0,SE-O,0.5,hubdemo-linear4,0,0.1,29
2026-04-26,0,SE-O,0.5,hubdemo-mean3,0,0.1,29
2026-04-26,0,SE-O,0.5,hubdemo-mean6,0,0.1,29
2026-04-26,0,SE-O,0.5,hubdemo-persistence,0.291412739715,0.1,29
2026-04-26,0,SE-O,0.75,intercept,28.3488704264,0.1,29
2026-04-26,0,SE-O,0.75,hubdemo-damped4,0,0.1,29
2026-04-26,0,SE-O,0.75,hubdemo-exptrend4,0.243305887574,0.1,29
2026-04-26,0,SE-O,0.75,hubdemo-linear4,0,0.1,29
2026-04-26,0,SE-O,0.75,hubdemo-mean3,0,0.1,29
2026-04-26,0,SE-O,0.75,hubdemo-mean6,0,0.1,29
2026-04-26,0,SE-O,0.75,hubdemo-persistence,0.58310171266,0.1,29
2026-04-26,0,SE-O,0.9,intercept,26.2697960088,0.01,29
2026-04-26,0,SE-O,0.9,hubdemo-damped4,0,0.01,29
2026-04-26,0,SE-O,0.9,hubdemo-exptrend4,0.396167030613,0.01,29
2026-04-26,0,SE-O,0.9,hubdemo-linear4,0,0.01,29
2026-04-26,0,SE-O,0.9,hubdemo-mean3,0.551865869386,0.01,29
2026-04-26,0,SE-O,0.9,hubdemo-mean6,0,0.01,29
2026-04-26,0,SE-O,0.9,hubdemo-persistence,0.275041412451,0.01,29
2026-04-26,0,SE-O,0.975,intercept,25.6793428895,0.01,29
2026-04-26,0,SE-O,0.975,hubdemo-damped4,0,0.01,29
2026-04-26,0,SE-O,0.975,hubdemo-exptrend4,1.01911127691,0.01,29
2026-04-26,0,SE-O,0.975,hubdemo-linear4,0,0.01,29
2026-04-26,0,SE-O,0.975,hubdemo-mean3,0.420792861384,0.01,29
2026-04-26,0,SE-O,0.975,hubdemo-mean6,0,0.01,29
2026-04-26,0,SE-O,0.975,hubdemo-persistence,0,0.01,29
2026-05-03,0,SE-O,0.025,intercept,3,1,30
2026-05-03,0,SE-O,0.025,hubdemo-damped4,0,1,30
2026-05-03,0,SE-O,0.025,hubdemo-exptrend4,0,1,30
2026-05-03,0,SE-O,0.025,hubdemo-linear4,0,1,30
2026-05-03,0,SE-O,0.025,hubdemo-mean3,0,1,30
2026-05-03,0,SE-O,0.025,hubdemo-mean6,0,1,30
2026-05-03,0,SE-O,0.025,hubdemo-persistence,0,1,30
2026-05-03,0,SE-O,0.1,intercept,5.93607306849,0.1,30
2026-05-03,0,SE-O,0.1,hubdemo-damped4,0,0.1,30
2026-05-03,0,SE-O,0.1,hubdemo-exptrend4,0,0.1,30
2026-05-03,0,SE-O,0.1,hubdemo-linear4,0,0.1,30
2026-05-03,0,SE-O,0.1,hubdemo-mean3,0,0.1,30
2026-05-03,0,SE-O,0.1,hubdemo-mean6,0.027397260274,0.1,30
2026-05-03,0,SE-O,0.1,hubdemo-persistence,0,0.1,30
2026-05-03,0,SE-O,0.25,intercept,2.2662097793,0.1,30
2026-05-03,0,SE-O,0.25,hubdemo-damped4,0,0.1,30
2026-05-03,0,SE-O,0.25,hubdemo-exptrend4,0.314903255323,0.1,30
2026-05-03,0,SE-O,0.25,hubdemo-linear4,0,0.1,30
2026-05-03,0,SE-O,0.25,hubdemo-mean3,0.0946217132928,0.1,30
2026-05-03,0,SE-O,0.25,hubdemo-mean6,0.0452128618618,0.1,30
2026-05-03,0,SE-O,0.25,hubdemo-persistence,0.0907792462893,0.1,30
2026-05-03,0,SE-O,0.5,intercept,6.06148921283,0.1,30
2026-05-03,0,SE-O,0.5,hubdemo-damped4,0.254046527612,0.1,30
2026-05-03,0,SE-O,0.5,hubdemo-exptrend4,0.2007468288,0.1,30
2026-05-03,0,SE-O,0.5,hubdemo-linear4,0,0.1,30
2026-05-03,0,SE-O,0.5,hubdemo-mean3,0,0.1,30
2026-05-03,0,SE-O,0.5,hubdemo-mean6,0,0.1,30
2026-05-03,0,SE-O,0.5,hubdemo-persistence,0.291412739715,0.1,30
2026-05-03,0,SE-O,0.75,intercept,20.9277932284,0.1,30
2026-05-03,0,SE-O,0.75,hubdemo-damped4,0.469482165998,0.1,30
2026-05-03,0,SE-O,0.75,hubdemo-exptrend4,0.232119942033,0.1,30
2026-05-03,0,SE-O,0.75,hubdemo-linear4,0,0.1,30
2026-05-03,0,SE-O,0.75,hubdemo-mean3,0,0.1,30
2026-05-03,0,SE-O,0.75,hubdemo-mean6,0,0.1,30
2026-05-03,0,SE-O,0.75,hubdemo-persistence,0.0919102996401,0.1,30
2026-05-03,0,SE-O,0.9,intercept,26.2697960088,0.01,30
2026-05-03,0,SE-O,0.9,hubdemo-damped4,0,0.01,30
2026-05-03,0,SE-O,0.9,hubdemo-exptrend4,0.396167030613,0.01,30
2026-05-03,0,SE-O,0.9,hubdemo-linear4,0,0.01,30
2026-05-03,0,SE-O,0.9,hubdemo-mean3,0.551865869386,0.01,30
2026-05-03,0,SE-O,0.9,hubdemo-mean6,0,0.01,30
2026-05-03,0,SE-O,0.9,hubdemo-persistence,0.275041412451,0.01,30
2026-05-03,0,SE-O,0.975,intercept,25.6793428895,0.01,30
2026-05-03,0,SE-O,0.975,hubdemo-damped4,0,0.01,30
2026-05-03,0,SE-O,0.975,hubdemo-exptrend4,1.01911127691,0.01,30
2026-05-03,0,SE-O,0.975,hubdemo-linear4,0,0.01,30
2026-05-03,0,SE-O,0.975,hubdemo-mean3,0.420792861384,0.01,30
2026-05-03,0,SE-O,0.975,hubdemo-mean6,0,0.01,30
2026-05-03,0,SE-O,0.975,hubdemo-persistence,0,0.01,30
2026-05-10,0,SE-O,0.025,intercept,3,1,31
2026-05-10,0,SE-O,0.025,hubdemo-damped4,0,1,31
2026-05-10,0,SE-O,0.025,hubdemo-exptrend4,0,1,31
2026-05-10,0,SE-O,0.025,hubdemo-linear4,0,1,31
2026-05-10,0,SE-O,0.025,hubdemo-mean3,0,1,31
2026-05-10,0,SE-O,0.025,hubdemo-mean6,0,1,31
2026-05-10,0,SE-O,0.025,hubdemo-persistence,0,1,31
2026-05-10,0,SE-O,0.1,intercept,5.93607306849,0.1,31
2026-05-10,0,SE-O,0.1,hubdemo-damped4,0,0.1,31
2026-05-10,0,SE-O,0.1,hubdemo-exptrend4,0,0.1,31
2026-05-10,0,SE-O,0.1,hubdemo-linear4,0,0.1,31
2026-05-10,0,SE-O,0.1,hubdemo-mean3,0,0.1,31
2026-05-10,0,SE-O,0.1,hubdemo-mean6,0.027397260274,0.1,31
2026-05-10,0,SE-O,0.1,hubdemo-persistence,0,0.1,31
2026-05-10,0,SE-O,0.25,intercept,2.03258812245,0.1,31
2026-05-10,0,SE-O,0.25,hubdemo-damped4,0,0.1,31
2026-05-10,0,SE-O,0.25,hubdemo-exptrend4,0.340669079678,0.1,31
2026-05-10,0,SE-O,0.25,hubdemo-linear4,0,0.1,31
2026-05-10,0,SE-O,0.25,hubdemo-mean3,0.175947031196,0.1,31
2026-05-10,0,SE-O,0.25,hubdemo-mean6,0.0192041316089,0.1,31
2026-05-10,0,SE-O,0.25,hubdemo-persistence,0,0.1,31
2026-05-10,0,SE-O,0.5,intercept,3.49747281073,0.1,31
2026-05-10,0,SE-O,0.5,hubdemo-damped4,0.25240373431,0.1,31
2026-05-10,0,SE-O,0.5,hubdemo-exptrend4,0.145313114111,0.1,31
2026-05-10,0,SE-O,0.5,hubdemo-linear4,0,0.1,31
2026-05-10,0,SE-O,0.5,hubdemo-mean3,0,0.1,31
2026-05-10,0,SE-O,0.5,hubdemo-mean6,0,0.1,31
2026-05-10,0,SE-O,0.5,hubdemo-persistence,0.365402997037,0.1,31
2026-05-10,0,SE-O,0.75,intercept,20.9277932284,0.1,31
2026-05-10,0,SE-O,0.75,hubdemo-damped4,0.469482165998,0.1,31
2026-05-10,0,SE-O,0.75,hubdemo-exptrend4,0.232119942033,0.1,31
2026-05-10,0,SE-O,0.75,hubdemo-linear4,0,0.1,31
2026-05-10,0,SE-O,0.75,hubdemo-mean3,0,0.1,31
2026-05-10,0,SE-O,0.75,hubdemo-mean6,0,0.1,31
2026-05-10,0,SE-O,0.75,hubdemo-persistence,0.0919102996401,0.1,31
2026-05-10,0,SE-O,0.9,intercept,26.2697960088,0.01,31
2026-05-10,0,SE-O,0.9,hubdemo-damped4,0,0.01,31
2026-05-10,0,SE-O,0.9,hubdemo-exptrend4,0.396167030613,0.01,31
2026-05-10,0,SE-O,0.9,hubdemo-linear4,0,0.01,31
2026-05-10,0,SE-O,0.9,hubdemo-mean3,0.551865869386,0.01,31
2026-05-10,0,SE-O,0.9,hubdemo-mean6,0,0.01,31
2026-05-10,0,SE-O,0.9,hubdemo-persistence,0.275041412451,0.01,31
2026-05-10,0,SE-O,0.975,intercept,25.6793428895,0.01,31
2026-05-10,0,SE-O,0.975,hubdemo-damped4,0,0.01,31
2026-05-10,0,SE-O,0.975,hubdemo-exptrend4,1.01911127691,0.01,31
2026-05-10,0,SE-O,0.975,hubdemo-linear4,0,0.01,31
2026-05-10,0,SE-O,0.975,hubdemo-mean3,0.420792861384,0.01,31
2026-05-10,0,SE-O,0.975,hubdemo-mean6,0,0.01,31
2026-05-10,0,SE-O,0.975,hubdemo-persistence,0,0.01,31
2026-05-17,0,SE-O,0.025,intercept,3,1,32
2026-05-17,0,SE-O,0.025,hubdemo-damped4,0,1,32
2026-05-17,0,SE-O,0.025,hubdemo-exptrend4,0,1,32
2026-05-17,0,SE-O,0.025,hubdemo-linear4,0,1,32
2026-05-17,0,SE-O,0.025,hubdemo-mean3,0,1,32
2026-05-17,0,SE-O,0.025,hubdemo-mean6,0,1,32
2026-05-17,0,SE-O,0.025,hubdemo-persistence,0,1,32
2026-05-17,0,SE-O,0.1,intercept,5.93607306849,0.1,32
2026-05-17,0,SE-O,0.1,hubdemo-damped4,0,0.1,32
2026-05-17,0,SE-O,0.1,hubdemo-exptrend4,0,0.1,32
2026-05-17,0,SE-O,0.1,hubdemo-linear4,0,0.1,32
2026-05-17,0,SE-O,0.1,hubdemo-mean3,0,0.1,32
2026-05-17,0,SE-O,0.1,hubdemo-mean6,0.027397260274,0.1,32
2026-05-17,0,SE-O,0.1,hubdemo-persistence,0,0.1,32
2026-05-17,0,SE-O,0.25,intercept,2.2662097793,0.1,32
2026-05-17,0,SE-O,0.25,hubdemo-damped4,0,0.1,32
2026-05-17,0,SE-O,0.25,hubdemo-exptrend4,0.314903255323,0.1,32
2026-05-17,0,SE-O,0.25,hubdemo-linear4,0,0.1,32
2026-05-17,0,SE-O,0.25,hubdemo-mean3,0.0946217132928,0.1,32
2026-05-17,0,SE-O,0.25,hubdemo-mean6,0.0452128618618,0.1,32
2026-05-17,0,SE-O,0.25,hubdemo-persistence,0.0907792462893,0.1,32
2026-05-17,0,SE-O,0.5,intercept,3.51804808903,0.1,32
2026-05-17,0,SE-O,0.5,hubdemo-damped4,0.261437792421,0.1,32
2026-05-17,0,SE-O,0.5,hubdemo-exptrend4,0.131234968488,0.1,32
2026-05-17,0,SE-O,0.5,hubdemo-linear4,0,0.1,32
2026-05-17,0,SE-O,0.5,hubdemo-mean3,0,0.1,32
2026-05-17,0,SE-O,0.5,hubdemo-mean6,0,0.1,32
2026-05-17,0,SE-O,0.5,hubdemo-persistence,0.371761361277,0.1,32
2026-05-17,0,SE-O,0.75,intercept,20.9277932284,0.1,32
2026-05-17,0,SE-O,0.75,hubdemo-damped4,0.469482165998,0.1,32
2026-05-17,0,SE-O,0.75,hubdemo-exptrend4,0.232119942033,0.1,32
2026-05-17,0,SE-O,0.75,hubdemo-linear4,0,0.1,32
2026-05-17,0,SE-O,0.75,hubdemo-mean3,0,0.1,32
2026-05-17,0,SE-O,0.75,hubdemo-mean6,0,0.1,32
2026-05-17,0,SE-O,0.75,hubdemo-persistence,0.0919102996401,0.1,32
2026-05-17,0,SE-O,0.9,intercept,26.2697960088,0.01,32
2026-05-17,0,SE-O,0.9,hubdemo-damped4,0,0.01,32
2026-05-17,0,SE-O,0.9,hubdemo-exptrend4,0.396167030613,0.01,32
2026-05-17,0,SE-O,0.9,hubdemo-linear4,0,0.01,32
2026-05-17,0,SE-O,0.9,hubdemo-mean3,0.551865869386,0.01,32
2026-05-17,0,SE-O,0.9,hubdemo-mean6,0,0.01,32
2026-05-17,0,SE-O,0.9,hubdemo-persistence,0.275041412451,0.01,32
2026-05-17,0,SE-O,0.975,intercept,25.6793428895,0.01,32
2026-05-17,0,SE-O,0.975,hubdemo-damped4,0,0.01,32
2026-05-17,0,SE-O,0.975,hubdemo-exptrend4,1.01911127691,0.01,32
2026-05-17,0,SE-O,0.975,hubdemo-linear4,0,0.01,32
2026-05-17,0,SE-O,0.975,hubdemo-mean3,0.420792861384,0.01,32
2026-05-17,0,SE-O,0.975,hubdemo-mean6,0,0.01,32
2026-05-17,0,SE-O,0.975,hubdemo-persistence,0,0.01,32
2025-12-07,1,SE-O,0.025,intercept,5,1,8
2025-12-07,1,SE-O,0.025,hubdemo-damped4,0,1,8
2025-12-07,1,SE-O,0.025,hubdemo-exptrend4,0,1,8
2025-12-07,1,SE-O,0.025,hubdemo-linear4,0,1,8
2025-12-07,1,SE-O,0.025,hubdemo-mean3,0,1,8
2025-12-07,1,SE-O,0.025,hubdemo-mean6,0,1,8
2025-12-07,1,SE-O,0.025,hubdemo-persistence,0,1,8
2025-12-07,1,SE-O,0.1,intercept,5,1,8
2025-12-07,1,SE-O,0.1,hubdemo-damped4,0,1,8
2025-12-07,1,SE-O,0.1,hubdemo-exptrend4,0,1,8
2025-12-07,1,SE-O,0.1,hubdemo-linear4,0,1,8
2025-12-07,1,SE-O,0.1,hubdemo-mean3,0,1,8
2025-12-07,1,SE-O,0.1,hubdemo-mean6,0,1,8
2025-12-07,1,SE-O,0.1,hubdemo-persistence,0,1,8
2025-12-07,1,SE-O,0.25,intercept,8,1,8
2025-12-07,1,SE-O,0.25,hubdemo-damped4,0,1,8
2025-12-07,1,SE-O,0.25,hubdemo-exptrend4,0,1,8
2025-12-07,1,SE-O,0.25,hubdemo-linear4,0,1,8
2025-12-07,1,SE-O,0.25,hubdemo-mean3,0,1,8
2025-12-07,1,SE-O,0.25,hubdemo-mean6,0,1,8
2025-12-07,1,SE-O,0.25,hubdemo-persistence,0,1,8
2025-12-07,1,SE-O,0.5,intercept,12,1,8
2025-12-07,1,SE-O,0.5,hubdemo-damped4,0,1,8
2025-12-07,1,SE-O,0.5,hubdemo-exptrend4,0,1,8
2025-12-07,1,SE-O,0.5,hubdemo-linear4,0,1,8
2025-12-07,1,SE-O,0.5,hubdemo-mean3,0,1,8
2025-12-07,1,SE-O,0.5,hubdemo-mean6,0,1,8
2025-12-07,1,SE-O,0.5,hubdemo-persistence,0,1,8
2025-12-07,1,SE-O,0.75,intercept,-0.409327690294,0.001,8
2025-12-07,1,SE-O,0.75,hubdemo-damped4,0.877134488889,0.001,8
2025-12-07,1,SE-O,0.75,hubdemo-exptrend4,-0.226523578578,0.001,8
2025-12-07,1,SE-O,0.75,hubdemo-linear4,1.38846503639,0.001,8
2025-12-07,1,SE-O,0.75,hubdemo-mean3,-12.733181596,0.001,8
2025-12-07,1,SE-O,0.75,hubdemo-mean6,15.7372584118,0.001,8
2025-12-07,1,SE-O,0.75,hubdemo-persistence,0,0.001,8
2025-12-07,1,SE-O,0.9,intercept,-0.125531355811,0.001,8
2025-12-07,1,SE-O,0.9,hubdemo-damped4,0.971695449939,0.001,8
2025-12-07,1,SE-O,0.9,hubdemo-exptrend4,-0.195932979825,0.001,8
2025-12-07,1,SE-O,0.9,hubdemo-linear4,1.20551713855,0.001,8
2025-12-07,1,SE-O,0.9,hubdemo-mean3,-12.505590848,0.001,8
2025-12-07,1,SE-O,0.9,hubdemo-mean6,15.4807485434,0.001,8
2025-12-07,1,SE-O,0.9,hubdemo-persistence,0,0.001,8
2025-12-07,1,SE-O,0.975,intercept,-0.274760790158,0,8
2025-12-07,1,SE-O,0.975,hubdemo-damped4,4.02913196005,0,8
2025-12-07,1,SE-O,0.975,hubdemo-exptrend4,-0.184241435888,0,8
2025-12-07,1,SE-O,0.975,hubdemo-linear4,-0.358549369414,0,8
