reference_date,target_end_date,target,horizon,location,location_name,output_type,output_type_id,value,distribution,mean,standard_deviation,mean_window_weeks,training_sample_count,training_last_target_end_date,outcome_data_version
2025-10-26,2025-10-26,weekly incident influenza cases,0,SE-M,Region Skåne,quantile,0.025,0,normal_quantiles_clipped_at_zero,3,33.9355317657,3,513,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-10-26,weekly incident influenza cases,0,SE-M,Region Skåne,quantile,0.1,0,normal_quantiles_clipped_at_zero,3,33.9355317657,3,513,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-10-26,weekly incident influenza cases,0,SE-M,Region Skåne,quantile,0.25,0,normal_quantiles_clipped_at_zero,3,33.9355317657,3,513,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-10-26,weekly incident influenza cases,0,SE-M,Region Skåne,quantile,0.5,3,normal_quantiles_clipped_at_zero,3,33.9355317657,3,513,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-10-26,weekly incident influenza cases,0,SE-M,Region Skåne,quantile,0.75,25.8891683434,normal_quantiles_clipped_at_zero,3,33.9355317657,3,513,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-10-26,weekly incident influenza cases,0,SE-M,Region Skåne,quantile,0.9,46.490133862,normal_quantiles_clipped_at_zero,3,33.9355317657,3,513,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-10-26,weekly incident influenza cases,0,SE-M,Region Skåne,quantile,0.975,69.512420057,normal_quantiles_clipped_at_zero,3,33.9355317657,3,513,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-02,weekly incident influenza cases,1,SE-M,Region Skåne,quantile,0.025,0,normal_quantiles_clipped_at_zero,3,44.3437071784,3,512,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-02,weekly incident influenza cases,1,SE-M,Region Skåne,quantile,0.1,0,normal_quantiles_clipped_at_zero,3,44.3437071784,3,512,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-02,weekly incident influenza cases,1,SE-M,Region Skåne,quantile,0.25,0,normal_quantiles_clipped_at_zero,3,44.3437071784,3,512,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-02,weekly incident influenza cases,1,SE-M,Region Skåne,quantile,0.5,3,normal_quantiles_clipped_at_zero,3,44.3437071784,3,512,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-02,weekly incident influenza cases,1,SE-M,Region Skåne,quantile,0.75,32.9093759775,normal_quantiles_clipped_at_zero,3,44.3437071784,3,512,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-02,weekly incident influenza cases,1,SE-M,Region Skåne,quantile,0.9,59.8287473565,normal_quantiles_clipped_at_zero,3,44.3437071784,3,512,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-02,weekly incident influenza cases,1,SE-M,Region Skåne,quantile,0.975,89.9120690106,normal_quantiles_clipped_at_zero,3,44.3437071784,3,512,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-09,weekly incident influenza cases,2,SE-M,Region Skåne,quantile,0.025,0,normal_quantiles_clipped_at_zero,3,51.6752828285,3,511,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-09,weekly incident influenza cases,2,SE-M,Region Skåne,quantile,0.1,0,normal_quantiles_clipped_at_zero,3,51.6752828285,3,511,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-09,weekly incident influenza cases,2,SE-M,Region Skåne,quantile,0.25,0,normal_quantiles_clipped_at_zero,3,51.6752828285,3,511,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-09,weekly incident influenza cases,2,SE-M,Region Skåne,quantile,0.5,3,normal_quantiles_clipped_at_zero,3,51.6752828285,3,511,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-09,weekly incident influenza cases,2,SE-M,Region Skåne,quantile,0.75,37.8544486063,normal_quantiles_clipped_at_zero,3,51.6752828285,3,511,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-09,weekly incident influenza cases,2,SE-M,Region Skåne,quantile,0.9,69.2245396088,normal_quantiles_clipped_at_zero,3,51.6752828285,3,511,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-09,weekly incident influenza cases,2,SE-M,Region Skåne,quantile,0.975,104.281693235,normal_quantiles_clipped_at_zero,3,51.6752828285,3,511,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-16,weekly incident influenza cases,3,SE-M,Region Skåne,quantile,0.025,0,normal_quantiles_clipped_at_zero,3,56.8573799587,3,510,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-16,weekly incident influenza cases,3,SE-M,Region Skåne,quantile,0.1,0,normal_quantiles_clipped_at_zero,3,56.8573799587,3,510,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-16,weekly incident influenza cases,3,SE-M,Region Skåne,quantile,0.25,0,normal_quantiles_clipped_at_zero,3,56.8573799587,3,510,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-16,weekly incident influenza cases,3,SE-M,Region Skåne,quantile,0.5,3,normal_quantiles_clipped_at_zero,3,56.8573799587,3,510,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-16,weekly incident influenza cases,3,SE-M,Region Skåne,quantile,0.75,41.3497200052,normal_quantiles_clipped_at_zero,3,56.8573799587,3,510,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-16,weekly incident influenza cases,3,SE-M,Region Skåne,quantile,0.9,75.8656642989,normal_quantiles_clipped_at_zero,3,56.8573799587,3,510,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-16,weekly incident influenza cases,3,SE-M,Region Skåne,quantile,0.975,114.438416974,normal_quantiles_clipped_at_zero,3,56.8573799587,3,510,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-10-26,weekly incident influenza cases,0,SE-O,Västra Götalandsregionen,quantile,0.025,0,normal_quantiles_clipped_at_zero,6.66666666667,35.6007449187,3,513,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-10-26,weekly incident influenza cases,0,SE-O,Västra Götalandsregionen,quantile,0.1,0,normal_quantiles_clipped_at_zero,6.66666666667,35.6007449187,3,513,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-10-26,weekly incident influenza cases,0,SE-O,Västra Götalandsregionen,quantile,0.25,0,normal_quantiles_clipped_at_zero,6.66666666667,35.6007449187,3,513,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-10-26,weekly incident influenza cases,0,SE-O,Västra Götalandsregionen,quantile,0.5,6.66666666667,normal_quantiles_clipped_at_zero,6.66666666667,35.6007449187,3,513,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-10-26,weekly incident influenza cases,0,SE-O,Västra Götalandsregionen,quantile,0.75,30.6790042137,normal_quantiles_clipped_at_zero,6.66666666667,35.6007449187,3,513,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-10-26,weekly incident influenza cases,0,SE-O,Västra Götalandsregionen,quantile,0.9,52.2908570518,normal_quantiles_clipped_at_zero,6.66666666667,35.6007449187,3,513,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-10-26,weekly incident influenza cases,0,SE-O,Västra Götalandsregionen,quantile,0.975,76.4428445302,normal_quantiles_clipped_at_zero,6.66666666667,35.6007449187,3,513,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-02,weekly incident influenza cases,1,SE-O,Västra Götalandsregionen,quantile,0.025,0,normal_quantiles_clipped_at_zero,6.66666666667,47.9223796413,3,512,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-02,weekly incident influenza cases,1,SE-O,Västra Götalandsregionen,quantile,0.1,0,normal_quantiles_clipped_at_zero,6.66666666667,47.9223796413,3,512,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-02,weekly incident influenza cases,1,SE-O,Västra Götalandsregionen,quantile,0.25,0,normal_quantiles_clipped_at_zero,6.66666666667,47.9223796413,3,512,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-02,weekly incident influenza cases,1,SE-O,Västra Götalandsregionen,quantile,0.5,6.66666666667,normal_quantiles_clipped_at_zero,6.66666666667,47.9223796413,3,512,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-02,weekly incident influenza cases,1,SE-O,Västra Götalandsregionen,quantile,0.75,38.9898205397,normal_quantiles_clipped_at_zero,6.66666666667,47.9223796413,3,512,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-02,weekly incident influenza cases,1,SE-O,Västra Götalandsregionen,quantile,0.9,68.0816673206,normal_quantiles_clipped_at_zero,6.66666666667,47.9223796413,3,512,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-02,weekly incident influenza cases,1,SE-O,Västra Götalandsregionen,quantile,0.975,100.592804817,normal_quantiles_clipped_at_zero,6.66666666667,47.9223796413,3,512,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-09,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,quantile,0.025,0,normal_quantiles_clipped_at_zero,6.66666666667,57.6953746097,3,511,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-09,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,quantile,0.1,0,normal_quantiles_clipped_at_zero,6.66666666667,57.6953746097,3,511,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-09,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,quantile,0.25,0,normal_quantiles_clipped_at_zero,6.66666666667,57.6953746097,3,511,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-09,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,quantile,0.5,6.66666666667,normal_quantiles_clipped_at_zero,6.66666666667,57.6953746097,3,511,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-09,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,quantile,0.75,45.5816054747,normal_quantiles_clipped_at_zero,6.66666666667,57.6953746097,3,511,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-09,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,quantile,0.9,80.6062643225,normal_quantiles_clipped_at_zero,6.66666666667,57.6953746097,3,511,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-09,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,quantile,0.975,119.747522976,normal_quantiles_clipped_at_zero,6.66666666667,57.6953746097,3,511,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-16,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,quantile,0.025,0,normal_quantiles_clipped_at_zero,6.66666666667,65.5590355784,3,510,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-16,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,quantile,0.1,0,normal_quantiles_clipped_at_zero,6.66666666667,65.5590355784,3,510,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-16,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,quantile,0.25,0,normal_quantiles_clipped_at_zero,6.66666666667,65.5590355784,3,510,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-16,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,quantile,0.5,6.66666666667,normal_quantiles_clipped_at_zero,6.66666666667,65.5590355784,3,510,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-16,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,quantile,0.75,50.885564197,normal_quantiles_clipped_at_zero,6.66666666667,65.5590355784,3,510,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-16,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,quantile,0.9,90.6839513478,normal_quantiles_clipped_at_zero,6.66666666667,65.5590355784,3,510,2025-10-19,2026-08-25T00:00:00Z
2025-10-26,2025-11-16,weekly incident influenza cases,3,SE-O,Västra Götalandsregionen,quantile,0.975,135.160015262,normal_quantiles_clipped_at_zero,6.66666666667,65.5590355784,3,510,2025-10-19,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE,Sverige,quantile,0.025,0,normal_quantiles_clipped_at_zero,49,270.69775535,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE,Sverige,quantile,0.1,0,normal_quantiles_clipped_at_zero,49,270.69775535,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE,Sverige,quantile,0.25,0,normal_quantiles_clipped_at_zero,49,270.69775535,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE,Sverige,quantile,0.5,49,normal_quantiles_clipped_at_zero,49,270.69775535,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE,Sverige,quantile,0.75,231.582861385,normal_quantiles_clipped_at_zero,49,270.69775535,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE,Sverige,quantile,0.9,395.913132158,normal_quantiles_clipped_at_zero,49,270.69775535,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE,Sverige,quantile,0.975,579.557851181,normal_quantiles_clipped_at_zero,49,270.69775535,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE,Sverige,quantile,0.025,0,normal_quantiles_clipped_at_zero,49,364.672254727,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE,Sverige,quantile,0.1,0,normal_quantiles_clipped_at_zero,49,364.672254727,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE,Sverige,quantile,0.25,0,normal_quantiles_clipped_at_zero,49,364.672254727,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE,Sverige,quantile,0.5,49,normal_quantiles_clipped_at_zero,49,364.672254727,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE,Sverige,quantile,0.75,294.967697995,normal_quantiles_clipped_at_zero,49,364.672254727,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE,Sverige,quantile,0.9,516.346298957,normal_quantiles_clipped_at_zero,49,364.672254727,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE,Sverige,quantile,0.975,763.744485427,normal_quantiles_clipped_at_zero,49,364.672254727,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE,Sverige,quantile,0.025,0,normal_quantiles_clipped_at_zero,49,434.761458033,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE,Sverige,quantile,0.1,0,normal_quantiles_clipped_at_zero,49,434.761458033,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE,Sverige,quantile,0.25,0,normal_quantiles_clipped_at_zero,49,434.761458033,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE,Sverige,quantile,0.5,49,normal_quantiles_clipped_at_zero,49,434.761458033,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE,Sverige,quantile,0.75,342.242147223,normal_quantiles_clipped_at_zero,49,434.761458033,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE,Sverige,quantile,0.9,606.16922718,normal_quantiles_clipped_at_zero,49,434.761458033,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE,Sverige,quantile,0.975,901.11679961,normal_quantiles_clipped_at_zero,49,434.761458033,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-23,weekly incident influenza cases,3,SE,Sverige,quantile,0.025,0,normal_quantiles_clipped_at_zero,49,485.930850733,3,511,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-23,weekly incident influenza cases,3,SE,Sverige,quantile,0.1,0,normal_quantiles_clipped_at_zero,49,485.930850733,3,511,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-23,weekly incident influenza cases,3,SE,Sverige,quantile,0.25,0,normal_quantiles_clipped_at_zero,49,485.930850733,3,511,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-23,weekly incident influenza cases,3,SE,Sverige,quantile,0.5,49,normal_quantiles_clipped_at_zero,49,485.930850733,3,511,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-23,weekly incident influenza cases,3,SE,Sverige,quantile,0.75,376.755378123,normal_quantiles_clipped_at_zero,49,485.930850733,3,511,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-23,weekly incident influenza cases,3,SE,Sverige,quantile,0.9,671.745442503,normal_quantiles_clipped_at_zero,49,485.930850733,3,511,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-23,weekly incident influenza cases,3,SE,Sverige,quantile,0.975,1001.40696641,normal_quantiles_clipped_at_zero,49,485.930850733,3,511,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE-M,Region Skåne,quantile,0.025,0,normal_quantiles_clipped_at_zero,4,33.9025331693,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE-M,Region Skåne,quantile,0.1,0,normal_quantiles_clipped_at_zero,4,33.9025331693,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE-M,Region Skåne,quantile,0.25,0,normal_quantiles_clipped_at_zero,4,33.9025331693,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE-M,Region Skåne,quantile,0.5,4,normal_quantiles_clipped_at_zero,4,33.9025331693,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE-M,Region Skåne,quantile,0.75,26.8669111284,normal_quantiles_clipped_at_zero,4,33.9025331693,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE-M,Region Skåne,quantile,0.9,47.4478444591,normal_quantiles_clipped_at_zero,4,33.9025331693,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE-M,Region Skåne,quantile,0.975,70.4477439965,normal_quantiles_clipped_at_zero,4,33.9025331693,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE-M,Region Skåne,quantile,0.025,0,normal_quantiles_clipped_at_zero,4,44.3005541122,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE-M,Region Skåne,quantile,0.1,0,normal_quantiles_clipped_at_zero,4,44.3005541122,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE-M,Region Skåne,quantile,0.25,0,normal_quantiles_clipped_at_zero,4,44.3005541122,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE-M,Region Skåne,quantile,0.5,4,normal_quantiles_clipped_at_zero,4,44.3005541122,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE-M,Region Skåne,quantile,0.75,33.8802696767,normal_quantiles_clipped_at_zero,4,44.3005541122,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE-M,Region Skåne,quantile,0.9,60.773444477,normal_quantiles_clipped_at_zero,4,44.3005541122,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE-M,Region Skåne,quantile,0.975,90.8274905551,normal_quantiles_clipped_at_zero,4,44.3005541122,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE-M,Region Skåne,quantile,0.025,0,normal_quantiles_clipped_at_zero,4,51.6249285377,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE-M,Region Skåne,quantile,0.1,0,normal_quantiles_clipped_at_zero,4,51.6249285377,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE-M,Region Skåne,quantile,0.25,0,normal_quantiles_clipped_at_zero,4,51.6249285377,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE-M,Region Skåne,quantile,0.5,4,normal_quantiles_clipped_at_zero,4,51.6249285377,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE-M,Region Skåne,quantile,0.75,38.8204851533,normal_quantiles_clipped_at_zero,4,51.6249285377,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE-M,Region Skåne,quantile,0.9,70.1600079887,normal_quantiles_clipped_at_zero,4,51.6249285377,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE-M,Region Skåne,quantile,0.975,105.183000638,normal_quantiles_clipped_at_zero,4,51.6249285377,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-23,weekly incident influenza cases,3,SE-M,Region Skåne,quantile,0.025,0,normal_quantiles_clipped_at_zero,4,56.8018743049,3,511,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-23,weekly incident influenza cases,3,SE-M,Region Skåne,quantile,0.1,0,normal_quantiles_clipped_at_zero,4,56.8018743049,3,511,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-23,weekly incident influenza cases,3,SE-M,Region Skåne,quantile,0.25,0,normal_quantiles_clipped_at_zero,4,56.8018743049,3,511,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-23,weekly incident influenza cases,3,SE-M,Region Skåne,quantile,0.5,4,normal_quantiles_clipped_at_zero,4,56.8018743049,3,511,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-23,weekly incident influenza cases,3,SE-M,Region Skåne,quantile,0.75,42.3122820106,normal_quantiles_clipped_at_zero,4,56.8018743049,3,511,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-23,weekly incident influenza cases,3,SE-M,Region Skåne,quantile,0.9,76.7945309413,normal_quantiles_clipped_at_zero,4,56.8018743049,3,511,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-23,weekly incident influenza cases,3,SE-M,Region Skåne,quantile,0.975,115.329627892,normal_quantiles_clipped_at_zero,4,56.8018743049,3,511,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE-O,Västra Götalandsregionen,quantile,0.025,0,normal_quantiles_clipped_at_zero,10,35.5671940393,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE-O,Västra Götalandsregionen,quantile,0.1,0,normal_quantiles_clipped_at_zero,10,35.5671940393,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE-O,Västra Götalandsregionen,quantile,0.25,0,normal_quantiles_clipped_at_zero,10,35.5671940393,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE-O,Västra Götalandsregionen,quantile,0.5,10,normal_quantiles_clipped_at_zero,10,35.5671940393,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE-O,Västra Götalandsregionen,quantile,0.75,33.9897078227,normal_quantiles_clipped_at_zero,10,35.5671940393,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE-O,Västra Götalandsregionen,quantile,0.9,55.5811932031,normal_quantiles_clipped_at_zero,10,35.5671940393,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-02,weekly incident influenza cases,0,SE-O,Västra Götalandsregionen,quantile,0.975,79.7104193482,normal_quantiles_clipped_at_zero,10,35.5671940393,3,514,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE-O,Västra Götalandsregionen,quantile,0.025,0,normal_quantiles_clipped_at_zero,10,47.877297865,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE-O,Västra Götalandsregionen,quantile,0.1,0,normal_quantiles_clipped_at_zero,10,47.877297865,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE-O,Västra Götalandsregionen,quantile,0.25,0,normal_quantiles_clipped_at_zero,10,47.877297865,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE-O,Västra Götalandsregionen,quantile,0.5,10,normal_quantiles_clipped_at_zero,10,47.877297865,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE-O,Västra Götalandsregionen,quantile,0.75,42.292746677,normal_quantiles_clipped_at_zero,10,47.877297865,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE-O,Västra Götalandsregionen,quantile,0.9,71.357226033,normal_quantiles_clipped_at_zero,10,47.877297865,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-09,weekly incident influenza cases,1,SE-O,Västra Götalandsregionen,quantile,0.975,103.837779493,normal_quantiles_clipped_at_zero,10,47.877297865,3,513,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,quantile,0.025,0,normal_quantiles_clipped_at_zero,10,57.6408130117,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,quantile,0.1,0,normal_quantiles_clipped_at_zero,10,57.6408130117,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,quantile,0.25,0,normal_quantiles_clipped_at_zero,10,57.6408130117,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,quantile,0.5,10,normal_quantiles_clipped_at_zero,10,57.6408130117,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,quantile,0.75,48.8781375694,normal_quantiles_clipped_at_zero,10,57.6408130117,3,512,2025-10-26,2026-08-25T00:00:00Z
2025-11-02,2025-11-16,weekly incident influenza cases,2,SE-O,Västra Götalandsregionen,quantile,0.9,83.8696741544,normal_quantiles_clipped_at_zero,10,57.6408130117,3,512,2025-10-26,2026-08-25T00:00:00Z
