reference_date,target_end_date,target,horizon,location,location_name,forecast_kind,observed_value,qra_wis,baseline_wis,wis_difference,wis_skill,qra_covered_50,baseline_covered_50,qra_covered_80,baseline_covered_80,qra_covered_95,baseline_covered_95,outcome_data_version
2026-03-01,2026-03-01,weekly incident influenza cases,0,SE-M,Region Skåne,nowcast,156,23.3027943477,25.5080757839,-2.2052814362,0.0864542451137,false,false,true,false,true,true,2026-08-25T00:00:00Z
2026-03-08,2026-03-08,weekly incident influenza cases,0,SE-M,Region Skåne,nowcast,70,35.39389196,87.8016047516,-52.4077127916,0.596887869417,false,false,false,false,true,false,2026-08-25T00:00:00Z
2026-03-15,2026-03-15,weekly incident influenza cases,0,SE-M,Region Skåne,nowcast,30,8.05993206091,76.1399809216,-68.0800488607,0.894143235087,false,false,true,false,true,false,2026-08-25T00:00:00Z
2026-03-22,2026-03-22,weekly incident influenza cases,0,SE-M,Region Skåne,nowcast,25,7.95004821024,30.4991630625,-22.5491148523,0.739335528849,false,false,true,false,true,true,2026-08-25T00:00:00Z
2026-03-29,2026-03-29,weekly incident influenza cases,0,SE-M,Region Skåne,nowcast,17,3.26497160893,10.4618265163,-7.19685490737,0.687915718747,true,false,true,true,true,true,2026-08-25T00:00:00Z
2026-04-05,2026-04-05,weekly incident influenza cases,0,SE-M,Region Skåne,nowcast,11,2.99307131112,7.84556499092,-4.8524936798,0.618501495484,true,true,true,true,true,true,2026-08-25T00:00:00Z
2026-04-12,2026-04-12,weekly incident influenza cases,0,SE-M,Region Skåne,nowcast,9,1.64369261655,6.57740693363,-4.93371431708,0.750100209226,true,true,true,true,true,true,2026-08-25T00:00:00Z
2026-04-19,2026-04-19,weekly incident influenza cases,0,SE-M,Region Skåne,nowcast,8,1.63699926073,5.38392409243,-3.7469248317,0.695946816369,true,true,true,true,true,true,2026-08-25T00:00:00Z
2026-04-26,2026-04-26,weekly incident influenza cases,0,SE-M,Region Skåne,nowcast,6,1.96328933995,4.9164920204,-2.95320268045,0.600672729295,false,true,true,true,true,true,2026-08-25T00:00:00Z
2026-05-03,2026-05-03,weekly incident influenza cases,0,SE-M,Region Skåne,nowcast,2,4.15364761037,5.0680961988,-0.91444858843,0.180432366033,false,true,false,true,true,true,2026-08-25T00:00:00Z
2026-05-10,2026-05-10,weekly incident influenza cases,0,SE-M,Region Skåne,nowcast,7,1.62770502405,4.24357384961,-2.61586882556,0.616430612089,true,true,true,true,true,true,2026-08-25T00:00:00Z
2026-05-17,2026-05-17,weekly incident influenza cases,0,SE-M,Region Skåne,nowcast,0,5.58658898975,4.6808879245,0.90570106525,-0.193489158437,false,true,false,true,false,true,2026-08-25T00:00:00Z
2025-12-07,2025-12-14,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,76,18.296336423,25.7027672774,-7.4064308544,0.288156943354,false,false,false,false,false,true,2026-08-25T00:00:00Z
2025-12-14,2025-12-21,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,107,31.2354205833,41.98786163,-10.7524410467,0.256084511792,true,false,true,false,true,true,2026-08-25T00:00:00Z
2025-12-21,2025-12-28,weekly incident influenza cases,1,SE-M,Region Skåne,forecast,138,447.485030034,51.7380102203,395.747019814,-7.6490575909,false,false,false,false,true,false,2026-08-25T00:00:00Z
