location,location_name,year,week,target_end_date,value,status,release_status,data_version,source_region_code,source_year_week,official_release_time
SE,Sverige,2018,39,2018-09-30,1,available,historical,2026-08-25T00:00:00Z,00,2018W39,
SE-M,Region Skåne,2018,39,2018-09-30,0,available,historical,2026-08-25T00:00:00Z,12,2018W39,
SE-O,Västra Götalandsregionen,2018,39,2018-09-30,0,available,historical,2026-08-25T00:00:00Z,14,2018W39,
SE,Sverige,2018,40,2018-10-07,6,available,historical,2026-08-25T00:00:00Z,00,2018W40,
SE-M,Region Skåne,2018,40,2018-10-07,0,available,historical,2026-08-25T00:00:00Z,12,2018W40,
SE-O,Västra Götalandsregionen,2018,40,2018-10-07,1,available,historical,2026-08-25T00:00:00Z,14,2018W40,
SE,Sverige,2018,41,2018-10-14,5,available,historical,2026-08-25T00:00:00Z,00,2018W41,
SE-M,Region Skåne,2018,41,2018-10-14,0,available,historical,2026-08-25T00:00:00Z,12,2018W41,
SE-O,Västra Götalandsregionen,2018,41,2018-10-14,1,available,historical,2026-08-25T00:00:00Z,14,2018W41,
SE,Sverige,2018,42,2018-10-21,10,available,historical,2026-08-25T00:00:00Z,00,2018W42,
SE-M,Region Skåne,2018,42,2018-10-21,1,available,historical,2026-08-25T00:00:00Z,12,2018W42,
SE-O,Västra Götalandsregionen,2018,42,2018-10-21,3,available,historical,2026-08-25T00:00:00Z,14,2018W42,
SE,Sverige,2018,43,2018-10-28,5,available,historical,2026-08-25T00:00:00Z,00,2018W43,
SE-M,Region Skåne,2018,43,2018-10-28,0,available,historical,2026-08-25T00:00:00Z,12,2018W43,
SE-O,Västra Götalandsregionen,2018,43,2018-10-28,3,available,historical,2026-08-25T00:00:00Z,14,2018W43,
SE,Sverige,2018,44,2018-11-04,6,available,historical,2026-08-25T00:00:00Z,00,2018W44,
SE-M,Region Skåne,2018,44,2018-11-04,0,available,historical,2026-08-25T00:00:00Z,12,2018W44,
SE-O,Västra Götalandsregionen,2018,44,2018-11-04,3,available,historical,2026-08-25T00:00:00Z,14,2018W44,
SE,Sverige,2018,45,2018-11-11,11,available,historical,2026-08-25T00:00:00Z,00,2018W45,
SE-M,Region Skåne,2018,45,2018-11-11,1,available,historical,2026-08-25T00:00:00Z,12,2018W45,
SE-O,Västra Götalandsregionen,2018,45,2018-11-11,2,available,historical,2026-08-25T00:00:00Z,14,2018W45,
SE,Sverige,2018,46,2018-11-18,15,available,historical,2026-08-25T00:00:00Z,00,2018W46,
SE-M,Region Skåne,2018,46,2018-11-18,0,available,historical,2026-08-25T00:00:00Z,12,2018W46,
SE-O,Västra Götalandsregionen,2018,46,2018-11-18,4,available,historical,2026-08-25T00:00:00Z,14,2018W46,
SE,Sverige,2018,47,2018-11-25,24,available,historical,2026-08-25T00:00:00Z,00,2018W47,
SE-M,Region Skåne,2018,47,2018-11-25,0,available,historical,2026-08-25T00:00:00Z,12,2018W47,
SE-O,Västra Götalandsregionen,2018,47,2018-11-25,4,available,historical,2026-08-25T00:00:00Z,14,2018W47,
SE,Sverige,2018,48,2018-12-02,39,available,historical,2026-08-25T00:00:00Z,00,2018W48,
SE-M,Region Skåne,2018,48,2018-12-02,4,available,historical,2026-08-25T00:00:00Z,12,2018W48,
SE-O,Västra Götalandsregionen,2018,48,2018-12-02,2,available,historical,2026-08-25T00:00:00Z,14,2018W48,
SE,Sverige,2018,49,2018-12-09,96,available,historical,2026-08-25T00:00:00Z,00,2018W49,
SE-M,Region Skåne,2018,49,2018-12-09,5,available,historical,2026-08-25T00:00:00Z,12,2018W49,
SE-O,Västra Götalandsregionen,2018,49,2018-12-09,22,available,historical,2026-08-25T00:00:00Z,14,2018W49,
SE,Sverige,2018,50,2018-12-16,191,available,historical,2026-08-25T00:00:00Z,00,2018W50,
SE-M,Region Skåne,2018,50,2018-12-16,13,available,historical,2026-08-25T00:00:00Z,12,2018W50,
SE-O,Västra Götalandsregionen,2018,50,2018-12-16,31,available,historical,2026-08-25T00:00:00Z,14,2018W50,
SE,Sverige,2018,51,2018-12-23,413,available,historical,2026-08-25T00:00:00Z,00,2018W51,
SE-M,Region Skåne,2018,51,2018-12-23,23,available,historical,2026-08-25T00:00:00Z,12,2018W51,
SE-O,Västra Götalandsregionen,2018,51,2018-12-23,87,available,historical,2026-08-25T00:00:00Z,14,2018W51,
SE,Sverige,2018,52,2018-12-30,705,available,historical,2026-08-25T00:00:00Z,00,2018W52,
SE-M,Region Skåne,2018,52,2018-12-30,50,available,historical,2026-08-25T00:00:00Z,12,2018W52,
SE-O,Västra Götalandsregionen,2018,52,2018-12-30,125,available,historical,2026-08-25T00:00:00Z,14,2018W52,
SE,Sverige,2019,1,2019-01-06,786,available,historical,2026-08-25T00:00:00Z,00,2019W01,
SE-M,Region Skåne,2019,1,2019-01-06,43,available,historical,2026-08-25T00:00:00Z,12,2019W01,
SE-O,Västra Götalandsregionen,2019,1,2019-01-06,161,available,historical,2026-08-25T00:00:00Z,14,2019W01,
SE,Sverige,2019,2,2019-01-13,748,available,historical,2026-08-25T00:00:00Z,00,2019W02,
SE-M,Region Skåne,2019,2,2019-01-13,45,available,historical,2026-08-25T00:00:00Z,12,2019W02,
SE-O,Västra Götalandsregionen,2019,2,2019-01-13,179,available,historical,2026-08-25T00:00:00Z,14,2019W02,
SE,Sverige,2019,3,2019-01-20,760,available,historical,2026-08-25T00:00:00Z,00,2019W03,
SE-M,Region Skåne,2019,3,2019-01-20,69,available,historical,2026-08-25T00:00:00Z,12,2019W03,
SE-O,Västra Götalandsregionen,2019,3,2019-01-20,161,available,historical,2026-08-25T00:00:00Z,14,2019W03,
SE,Sverige,2019,4,2019-01-27,884,available,historical,2026-08-25T00:00:00Z,00,2019W04,
SE-M,Region Skåne,2019,4,2019-01-27,62,available,historical,2026-08-25T00:00:00Z,12,2019W04,
SE-O,Västra Götalandsregionen,2019,4,2019-01-27,171,available,historical,2026-08-25T00:00:00Z,14,2019W04,
SE,Sverige,2019,5,2019-02-03,1155,available,historical,2026-08-25T00:00:00Z,00,2019W05,
SE-M,Region Skåne,2019,5,2019-02-03,93,available,historical,2026-08-25T00:00:00Z,12,2019W05,
SE-O,Västra Götalandsregionen,2019,5,2019-02-03,238,available,historical,2026-08-25T00:00:00Z,14,2019W05,
SE,Sverige,2019,6,2019-02-10,1301,available,historical,2026-08-25T00:00:00Z,00,2019W06,
SE-M,Region Skåne,2019,6,2019-02-10,150,available,historical,2026-08-25T00:00:00Z,12,2019W06,
SE-O,Västra Götalandsregionen,2019,6,2019-02-10,237,available,historical,2026-08-25T00:00:00Z,14,2019W06,
SE,Sverige,2019,7,2019-02-17,1292,available,historical,2026-08-25T00:00:00Z,00,2019W07,
SE-M,Region Skåne,2019,7,2019-02-17,135,available,historical,2026-08-25T00:00:00Z,12,2019W07,
SE-O,Västra Götalandsregionen,2019,7,2019-02-17,260,available,historical,2026-08-25T00:00:00Z,14,2019W07,
SE,Sverige,2019,8,2019-02-24,1044,available,historical,2026-08-25T00:00:00Z,00,2019W08,
SE-M,Region Skåne,2019,8,2019-02-24,120,available,historical,2026-08-25T00:00:00Z,12,2019W08,
SE-O,Västra Götalandsregionen,2019,8,2019-02-24,206,available,historical,2026-08-25T00:00:00Z,14,2019W08,
SE,Sverige,2019,9,2019-03-03,827,available,historical,2026-08-25T00:00:00Z,00,2019W09,
SE-M,Region Skåne,2019,9,2019-03-03,99,available,historical,2026-08-25T00:00:00Z,12,2019W09,
SE-O,Västra Götalandsregionen,2019,9,2019-03-03,119,available,historical,2026-08-25T00:00:00Z,14,2019W09,
SE,Sverige,2019,10,2019-03-10,601,available,historical,2026-08-25T00:00:00Z,00,2019W10,
SE-M,Region Skåne,2019,10,2019-03-10,67,available,historical,2026-08-25T00:00:00Z,12,2019W10,
SE-O,Västra Götalandsregionen,2019,10,2019-03-10,83,available,historical,2026-08-25T00:00:00Z,14,2019W10,
SE,Sverige,2019,11,2019-03-17,538,available,historical,2026-08-25T00:00:00Z,00,2019W11,
SE-M,Region Skåne,2019,11,2019-03-17,57,available,historical,2026-08-25T00:00:00Z,12,2019W11,
SE-O,Västra Götalandsregionen,2019,11,2019-03-17,73,available,historical,2026-08-25T00:00:00Z,14,2019W11,
SE,Sverige,2019,12,2019-03-24,477,available,historical,2026-08-25T00:00:00Z,00,2019W12,
SE-M,Region Skåne,2019,12,2019-03-24,35,available,historical,2026-08-25T00:00:00Z,12,2019W12,
SE-O,Västra Götalandsregionen,2019,12,2019-03-24,52,available,historical,2026-08-25T00:00:00Z,14,2019W12,
SE,Sverige,2019,13,2019-03-31,428,available,historical,2026-08-25T00:00:00Z,00,2019W13,
SE-M,Region Skåne,2019,13,2019-03-31,30,available,historical,2026-08-25T00:00:00Z,12,2019W13,
SE-O,Västra Götalandsregionen,2019,13,2019-03-31,61,available,historical,2026-08-25T00:00:00Z,14,2019W13,
SE,Sverige,2019,14,2019-04-07,373,available,historical,2026-08-25T00:00:00Z,00,2019W14,
SE-M,Region Skåne,2019,14,2019-04-07,30,available,historical,2026-08-25T00:00:00Z,12,2019W14,
SE-O,Västra Götalandsregionen,2019,14,2019-04-07,48,available,historical,2026-08-25T00:00:00Z,14,2019W14,
SE,Sverige,2019,15,2019-04-14,356,available,historical,2026-08-25T00:00:00Z,00,2019W15,
SE-M,Region Skåne,2019,15,2019-04-14,20,available,historical,2026-08-25T00:00:00Z,12,2019W15,
SE-O,Västra Götalandsregionen,2019,15,2019-04-14,40,available,historical,2026-08-25T00:00:00Z,14,2019W15,
SE,Sverige,2019,16,2019-04-21,340,available,historical,2026-08-25T00:00:00Z,00,2019W16,
SE-M,Region Skåne,2019,16,2019-04-21,36,available,historical,2026-08-25T00:00:00Z,12,2019W16,
SE-O,Västra Götalandsregionen,2019,16,2019-04-21,52,available,historical,2026-08-25T00:00:00Z,14,2019W16,
SE,Sverige,2019,17,2019-04-28,328,available,historical,2026-08-25T00:00:00Z,00,2019W17,
SE-M,Region Skåne,2019,17,2019-04-28,21,available,historical,2026-08-25T00:00:00Z,12,2019W17,
SE-O,Västra Götalandsregionen,2019,17,2019-04-28,65,available,historical,2026-08-25T00:00:00Z,14,2019W17,
SE,Sverige,2019,18,2019-05-05,186,available,historical,2026-08-25T00:00:00Z,00,2019W18,
SE-M,Region Skåne,2019,18,2019-05-05,6,available,historical,2026-08-25T00:00:00Z,12,2019W18,
SE-O,Västra Götalandsregionen,2019,18,2019-05-05,34,available,historical,2026-08-25T00:00:00Z,14,2019W18,
SE,Sverige,2019,19,2019-05-12,100,available,historical,2026-08-25T00:00:00Z,00,2019W19,
SE-M,Region Skåne,2019,19,2019-05-12,8,available,historical,2026-08-25T00:00:00Z,12,2019W19,
SE-O,Västra Götalandsregionen,2019,19,2019-05-12,15,available,historical,2026-08-25T00:00:00Z,14,2019W19,
SE,Sverige,2019,20,2019-05-19,86,available,historical,2026-08-25T00:00:00Z,00,2019W20,
SE-M,Region Skåne,2019,20,2019-05-19,8,available,historical,2026-08-25T00:00:00Z,12,2019W20,
SE-O,Västra Götalandsregionen,2019,20,2019-05-19,20,available,historical,2026-08-25T00:00:00Z,14,2019W20,
SE,Sverige,2019,21,2019-05-26,59,available,historical,2026-08-25T00:00:00Z,00,2019W21,
SE-M,Region Skåne,2019,21,2019-05-26,11,available,historical,2026-08-25T00:00:00Z,12,2019W21,
SE-O,Västra Götalandsregionen,2019,21,2019-05-26,13,available,historical,2026-08-25T00:00:00Z,14,2019W21,
SE,Sverige,2019,22,2019-06-02,39,available,historical,2026-08-25T00:00:00Z,00,2019W22,
SE-M,Region Skåne,2019,22,2019-06-02,17,available,historical,2026-08-25T00:00:00Z,12,2019W22,
SE-O,Västra Götalandsregionen,2019,22,2019-06-02,4,available,historical,2026-08-25T00:00:00Z,14,2019W22,
SE,Sverige,2019,23,2019-06-09,19,available,historical,2026-08-25T00:00:00Z,00,2019W23,
SE-M,Region Skåne,2019,23,2019-06-09,3,available,historical,2026-08-25T00:00:00Z,12,2019W23,
SE-O,Västra Götalandsregionen,2019,23,2019-06-09,7,available,historical,2026-08-25T00:00:00Z,14,2019W23,
SE,Sverige,2019,24,2019-06-16,11,available,historical,2026-08-25T00:00:00Z,00,2019W24,
SE-M,Region Skåne,2019,24,2019-06-16,1,available,historical,2026-08-25T00:00:00Z,12,2019W24,
SE-O,Västra Götalandsregionen,2019,24,2019-06-16,5,available,historical,2026-08-25T00:00:00Z,14,2019W24,
SE,Sverige,2019,25,2019-06-23,6,available,historical,2026-08-25T00:00:00Z,00,2019W25,
SE-M,Region Skåne,2019,25,2019-06-23,0,available,historical,2026-08-25T00:00:00Z,12,2019W25,
SE-O,Västra Götalandsregionen,2019,25,2019-06-23,3,available,historical,2026-08-25T00:00:00Z,14,2019W25,
SE,Sverige,2019,26,2019-06-30,8,available,historical,2026-08-25T00:00:00Z,00,2019W26,
SE-M,Region Skåne,2019,26,2019-06-30,0,available,historical,2026-08-25T00:00:00Z,12,2019W26,
SE-O,Västra Götalandsregionen,2019,26,2019-06-30,4,available,historical,2026-08-25T00:00:00Z,14,2019W26,
SE,Sverige,2019,27,2019-07-07,4,available,historical,2026-08-25T00:00:00Z,00,2019W27,
SE-M,Region Skåne,2019,27,2019-07-07,0,available,historical,2026-08-25T00:00:00Z,12,2019W27,
SE-O,Västra Götalandsregionen,2019,27,2019-07-07,0,available,historical,2026-08-25T00:00:00Z,14,2019W27,
SE,Sverige,2019,28,2019-07-14,1,available,historical,2026-08-25T00:00:00Z,00,2019W28,
SE-M,Region Skåne,2019,28,2019-07-14,0,available,historical,2026-08-25T00:00:00Z,12,2019W28,
SE-O,Västra Götalandsregionen,2019,28,2019-07-14,0,available,historical,2026-08-25T00:00:00Z,14,2019W28,
SE,Sverige,2019,29,2019-07-21,2,available,historical,2026-08-25T00:00:00Z,00,2019W29,
SE-M,Region Skåne,2019,29,2019-07-21,0,available,historical,2026-08-25T00:00:00Z,12,2019W29,
SE-O,Västra Götalandsregionen,2019,29,2019-07-21,0,available,historical,2026-08-25T00:00:00Z,14,2019W29,
SE,Sverige,2019,30,2019-07-28,4,available,historical,2026-08-25T00:00:00Z,00,2019W30,
SE-M,Region Skåne,2019,30,2019-07-28,0,available,historical,2026-08-25T00:00:00Z,12,2019W30,
SE-O,Västra Götalandsregionen,2019,30,2019-07-28,3,available,historical,2026-08-25T00:00:00Z,14,2019W30,
SE,Sverige,2019,31,2019-08-04,4,available,historical,2026-08-25T00:00:00Z,00,2019W31,
SE-M,Region Skåne,2019,31,2019-08-04,0,available,historical,2026-08-25T00:00:00Z,12,2019W31,
SE-O,Västra Götalandsregionen,2019,31,2019-08-04,0,available,historical,2026-08-25T00:00:00Z,14,2019W31,
SE,Sverige,2019,32,2019-08-11,3,available,historical,2026-08-25T00:00:00Z,00,2019W32,
SE-M,Region Skåne,2019,32,2019-08-11,0,available,historical,2026-08-25T00:00:00Z,12,2019W32,
SE-O,Västra Götalandsregionen,2019,32,2019-08-11,1,available,historical,2026-08-25T00:00:00Z,14,2019W32,
SE,Sverige,2019,33,2019-08-18,5,available,historical,2026-08-25T00:00:00Z,00,2019W33,
SE-M,Region Skåne,2019,33,2019-08-18,0,available,historical,2026-08-25T00:00:00Z,12,2019W33,
SE-O,Västra Götalandsregionen,2019,33,2019-08-18,1,available,historical,2026-08-25T00:00:00Z,14,2019W33,
SE,Sverige,2019,34,2019-08-25,12,available,historical,2026-08-25T00:00:00Z,00,2019W34,
SE-M,Region Skåne,2019,34,2019-08-25,1,available,historical,2026-08-25T00:00:00Z,12,2019W34,
SE-O,Västra Götalandsregionen,2019,34,2019-08-25,2,available,historical,2026-08-25T00:00:00Z,14,2019W34,
SE,Sverige,2019,35,2019-09-01,11,available,historical,2026-08-25T00:00:00Z,00,2019W35,
SE-M,Region Skåne,2019,35,2019-09-01,0,available,historical,2026-08-25T00:00:00Z,12,2019W35,
SE-O,Västra Götalandsregionen,2019,35,2019-09-01,7,available,historical,2026-08-25T00:00:00Z,14,2019W35,
SE,Sverige,2019,36,2019-09-08,7,available,historical,2026-08-25T00:00:00Z,00,2019W36,
SE-M,Region Skåne,2019,36,2019-09-08,0,available,historical,2026-08-25T00:00:00Z,12,2019W36,
SE-O,Västra Götalandsregionen,2019,36,2019-09-08,2,available,historical,2026-08-25T00:00:00Z,14,2019W36,
SE,Sverige,2019,37,2019-09-15,0,available,historical,2026-08-25T00:00:00Z,00,2019W37,
SE-M,Region Skåne,2019,37,2019-09-15,0,available,historical,2026-08-25T00:00:00Z,12,2019W37,
SE-O,Västra Götalandsregionen,2019,37,2019-09-15,0,available,historical,2026-08-25T00:00:00Z,14,2019W37,
SE,Sverige,2019,38,2019-09-22,5,available,historical,2026-08-25T00:00:00Z,00,2019W38,
SE-M,Region Skåne,2019,38,2019-09-22,0,available,historical,2026-08-25T00:00:00Z,12,2019W38,
SE-O,Västra Götalandsregionen,2019,38,2019-09-22,2,available,historical,2026-08-25T00:00:00Z,14,2019W38,
SE,Sverige,2019,39,2019-09-29,4,available,historical,2026-08-25T00:00:00Z,00,2019W39,
SE-M,Region Skåne,2019,39,2019-09-29,0,available,historical,2026-08-25T00:00:00Z,12,2019W39,
SE-O,Västra Götalandsregionen,2019,39,2019-09-29,2,available,historical,2026-08-25T00:00:00Z,14,2019W39,
SE,Sverige,2019,40,2019-10-06,1,available,historical,2026-08-25T00:00:00Z,00,2019W40,
SE-M,Region Skåne,2019,40,2019-10-06,0,available,historical,2026-08-25T00:00:00Z,12,2019W40,
SE-O,Västra Götalandsregionen,2019,40,2019-10-06,0,available,historical,2026-08-25T00:00:00Z,14,2019W40,
SE,Sverige,2019,41,2019-10-13,4,available,historical,2026-08-25T00:00:00Z,00,2019W41,
SE-M,Region Skåne,2019,41,2019-10-13,0,available,historical,2026-08-25T00:00:00Z,12,2019W41,
SE-O,Västra Götalandsregionen,2019,41,2019-10-13,1,available,historical,2026-08-25T00:00:00Z,14,2019W41,
SE,Sverige,2019,42,2019-10-20,8,available,historical,2026-08-25T00:00:00Z,00,2019W42,
SE-M,Region Skåne,2019,42,2019-10-20,0,available,historical,2026-08-25T00:00:00Z,12,2019W42,
SE-O,Västra Götalandsregionen,2019,42,2019-10-20,1,available,historical,2026-08-25T00:00:00Z,14,2019W42,
SE,Sverige,2019,43,2019-10-27,7,available,historical,2026-08-25T00:00:00Z,00,2019W43,
SE-M,Region Skåne,2019,43,2019-10-27,1,available,historical,2026-08-25T00:00:00Z,12,2019W43,
SE-O,Västra Götalandsregionen,2019,43,2019-10-27,2,available,historical,2026-08-25T00:00:00Z,14,2019W43,
SE,Sverige,2019,44,2019-11-03,11,available,historical,2026-08-25T00:00:00Z,00,2019W44,
SE-M,Region Skåne,2019,44,2019-11-03,0,available,historical,2026-08-25T00:00:00Z,12,2019W44,
SE-O,Västra Götalandsregionen,2019,44,2019-11-03,0,available,historical,2026-08-25T00:00:00Z,14,2019W44,
SE,Sverige,2019,45,2019-11-10,23,available,historical,2026-08-25T00:00:00Z,00,2019W45,
SE-M,Region Skåne,2019,45,2019-11-10,2,available,historical,2026-08-25T00:00:00Z,12,2019W45,
SE-O,Västra Götalandsregionen,2019,45,2019-11-10,3,available,historical,2026-08-25T00:00:00Z,14,2019W45,
SE,Sverige,2019,46,2019-11-17,39,available,historical,2026-08-25T00:00:00Z,00,2019W46,
SE-M,Region Skåne,2019,46,2019-11-17,0,available,historical,2026-08-25T00:00:00Z,12,2019W46,
SE-O,Västra Götalandsregionen,2019,46,2019-11-17,3,available,historical,2026-08-25T00:00:00Z,14,2019W46,
SE,Sverige,2019,47,2019-11-24,65,available,historical,2026-08-25T00:00:00Z,00,2019W47,
SE-M,Region Skåne,2019,47,2019-11-24,0,available,historical,2026-08-25T00:00:00Z,12,2019W47,
SE-O,Västra Götalandsregionen,2019,47,2019-11-24,10,available,historical,2026-08-25T00:00:00Z,14,2019W47,
SE,Sverige,2019,48,2019-12-01,68,available,historical,2026-08-25T00:00:00Z,00,2019W48,
SE-M,Region Skåne,2019,48,2019-12-01,4,available,historical,2026-08-25T00:00:00Z,12,2019W48,
SE-O,Västra Götalandsregionen,2019,48,2019-12-01,13,available,historical,2026-08-25T00:00:00Z,14,2019W48,
SE,Sverige,2019,49,2019-12-08,118,available,historical,2026-08-25T00:00:00Z,00,2019W49,
SE-M,Region Skåne,2019,49,2019-12-08,12,available,historical,2026-08-25T00:00:00Z,12,2019W49,
SE-O,Västra Götalandsregionen,2019,49,2019-12-08,28,available,historical,2026-08-25T00:00:00Z,14,2019W49,
SE,Sverige,2019,50,2019-12-15,179,available,historical,2026-08-25T00:00:00Z,00,2019W50,
SE-M,Region Skåne,2019,50,2019-12-15,15,available,historical,2026-08-25T00:00:00Z,12,2019W50,
SE-O,Västra Götalandsregionen,2019,50,2019-12-15,55,available,historical,2026-08-25T00:00:00Z,14,2019W50,
SE,Sverige,2019,51,2019-12-22,286,available,historical,2026-08-25T00:00:00Z,00,2019W51,
SE-M,Region Skåne,2019,51,2019-12-22,25,available,historical,2026-08-25T00:00:00Z,12,2019W51,
SE-O,Västra Götalandsregionen,2019,51,2019-12-22,88,available,historical,2026-08-25T00:00:00Z,14,2019W51,
SE,Sverige,2019,52,2019-12-29,286,available,historical,2026-08-25T00:00:00Z,00,2019W52,
SE-M,Region Skåne,2019,52,2019-12-29,27,available,historical,2026-08-25T00:00:00Z,12,2019W52,
SE-O,Västra Götalandsregionen,2019,52,2019-12-29,59,available,historical,2026-08-25T00:00:00Z,14,2019W52,
SE,Sverige,2020,1,2020-01-05,403,available,historical,2026-08-25T00:00:00Z,00,2020W01,
SE-M,Region Skåne,2020,1,2020-01-05,19,available,historical,2026-08-25T00:00:00Z,12,2020W01,
SE-O,Västra Götalandsregionen,2020,1,2020-01-05,98,available,historical,2026-08-25T00:00:00Z,14,2020W01,
SE,Sverige,2020,2,2020-01-12,412,available,historical,2026-08-25T00:00:00Z,00,2020W02,
SE-M,Region Skåne,2020,2,2020-01-12,41,available,historical,2026-08-25T00:00:00Z,12,2020W02,
SE-O,Västra Götalandsregionen,2020,2,2020-01-12,83,available,historical,2026-08-25T00:00:00Z,14,2020W02,
SE,Sverige,2020,3,2020-01-19,293,available,historical,2026-08-25T00:00:00Z,00,2020W03,
SE-M,Region Skåne,2020,3,2020-01-19,24,available,historical,2026-08-25T00:00:00Z,12,2020W03,
SE-O,Västra Götalandsregionen,2020,3,2020-01-19,49,available,historical,2026-08-25T00:00:00Z,14,2020W03,
SE,Sverige,2020,4,2020-01-26,362,available,historical,2026-08-25T00:00:00Z,00,2020W04,
SE-M,Region Skåne,2020,4,2020-01-26,51,available,historical,2026-08-25T00:00:00Z,12,2020W04,
SE-O,Västra Götalandsregionen,2020,4,2020-01-26,67,available,historical,2026-08-25T00:00:00Z,14,2020W04,
SE,Sverige,2020,5,2020-02-02,497,available,historical,2026-08-25T00:00:00Z,00,2020W05,
SE-M,Region Skåne,2020,5,2020-02-02,49,available,historical,2026-08-25T00:00:00Z,12,2020W05,
SE-O,Västra Götalandsregionen,2020,5,2020-02-02,101,available,historical,2026-08-25T00:00:00Z,14,2020W05,
SE,Sverige,2020,6,2020-02-09,539,available,historical,2026-08-25T00:00:00Z,00,2020W06,
SE-M,Region Skåne,2020,6,2020-02-09,45,available,historical,2026-08-25T00:00:00Z,12,2020W06,
SE-O,Västra Götalandsregionen,2020,6,2020-02-09,89,available,historical,2026-08-25T00:00:00Z,14,2020W06,
SE,Sverige,2020,7,2020-02-16,732,available,historical,2026-08-25T00:00:00Z,00,2020W07,
SE-M,Region Skåne,2020,7,2020-02-16,69,available,historical,2026-08-25T00:00:00Z,12,2020W07,
SE-O,Västra Götalandsregionen,2020,7,2020-02-16,122,available,historical,2026-08-25T00:00:00Z,14,2020W07,
SE,Sverige,2020,8,2020-02-23,740,available,historical,2026-08-25T00:00:00Z,00,2020W08,
SE-M,Region Skåne,2020,8,2020-02-23,88,available,historical,2026-08-25T00:00:00Z,12,2020W08,
SE-O,Västra Götalandsregionen,2020,8,2020-02-23,121,available,historical,2026-08-25T00:00:00Z,14,2020W08,
SE,Sverige,2020,9,2020-03-01,789,available,historical,2026-08-25T00:00:00Z,00,2020W09,
SE-M,Region Skåne,2020,9,2020-03-01,95,available,historical,2026-08-25T00:00:00Z,12,2020W09,
SE-O,Västra Götalandsregionen,2020,9,2020-03-01,104,available,historical,2026-08-25T00:00:00Z,14,2020W09,
SE,Sverige,2020,10,2020-03-08,930,available,historical,2026-08-25T00:00:00Z,00,2020W10,
SE-M,Region Skåne,2020,10,2020-03-08,92,available,historical,2026-08-25T00:00:00Z,12,2020W10,
SE-O,Västra Götalandsregionen,2020,10,2020-03-08,131,available,historical,2026-08-25T00:00:00Z,14,2020W10,
SE,Sverige,2020,11,2020-03-15,811,available,historical,2026-08-25T00:00:00Z,00,2020W11,
SE-M,Region Skåne,2020,11,2020-03-15,112,available,historical,2026-08-25T00:00:00Z,12,2020W11,
SE-O,Västra Götalandsregionen,2020,11,2020-03-15,121,available,historical,2026-08-25T00:00:00Z,14,2020W11,
SE,Sverige,2020,12,2020-03-22,449,available,historical,2026-08-25T00:00:00Z,00,2020W12,
SE-M,Region Skåne,2020,12,2020-03-22,67,available,historical,2026-08-25T00:00:00Z,12,2020W12,
SE-O,Västra Götalandsregionen,2020,12,2020-03-22,81,available,historical,2026-08-25T00:00:00Z,14,2020W12,
SE,Sverige,2020,13,2020-03-29,166,available,historical,2026-08-25T00:00:00Z,00,2020W13,
SE-M,Region Skåne,2020,13,2020-03-29,23,available,historical,2026-08-25T00:00:00Z,12,2020W13,
SE-O,Västra Götalandsregionen,2020,13,2020-03-29,24,available,historical,2026-08-25T00:00:00Z,14,2020W13,
SE,Sverige,2020,14,2020-04-05,53,available,historical,2026-08-25T00:00:00Z,00,2020W14,
SE-M,Region Skåne,2020,14,2020-04-05,4,available,historical,2026-08-25T00:00:00Z,12,2020W14,
SE-O,Västra Götalandsregionen,2020,14,2020-04-05,11,available,historical,2026-08-25T00:00:00Z,14,2020W14,
SE,Sverige,2020,15,2020-04-12,18,available,historical,2026-08-25T00:00:00Z,00,2020W15,
SE-M,Region Skåne,2020,15,2020-04-12,1,available,historical,2026-08-25T00:00:00Z,12,2020W15,
SE-O,Västra Götalandsregionen,2020,15,2020-04-12,2,available,historical,2026-08-25T00:00:00Z,14,2020W15,
SE,Sverige,2020,16,2020-04-19,7,available,historical,2026-08-25T00:00:00Z,00,2020W16,
SE-M,Region Skåne,2020,16,2020-04-19,0,available,historical,2026-08-25T00:00:00Z,12,2020W16,
SE-O,Västra Götalandsregionen,2020,16,2020-04-19,3,available,historical,2026-08-25T00:00:00Z,14,2020W16,
SE,Sverige,2020,17,2020-04-26,3,available,historical,2026-08-25T00:00:00Z,00,2020W17,
SE-M,Region Skåne,2020,17,2020-04-26,1,available,historical,2026-08-25T00:00:00Z,12,2020W17,
SE-O,Västra Götalandsregionen,2020,17,2020-04-26,0,available,historical,2026-08-25T00:00:00Z,14,2020W17,
SE,Sverige,2020,18,2020-05-03,6,available,historical,2026-08-25T00:00:00Z,00,2020W18,
SE-M,Region Skåne,2020,18,2020-05-03,0,available,historical,2026-08-25T00:00:00Z,12,2020W18,
SE-O,Västra Götalandsregionen,2020,18,2020-05-03,4,available,historical,2026-08-25T00:00:00Z,14,2020W18,
SE,Sverige,2020,19,2020-05-10,1,available,historical,2026-08-25T00:00:00Z,00,2020W19,
SE-M,Region Skåne,2020,19,2020-05-10,0,available,historical,2026-08-25T00:00:00Z,12,2020W19,
SE-O,Västra Götalandsregionen,2020,19,2020-05-10,1,available,historical,2026-08-25T00:00:00Z,14,2020W19,
SE,Sverige,2020,20,2020-05-17,0,available,historical,2026-08-25T00:00:00Z,00,2020W20,
