location,location_name,year,week,target_end_date,value,status,release_status,data_version,source_region_code,source_year_week,official_release_time
SE-O,Västra Götalandsregionen,2017,5,2017-02-05,122,available,historical,2026-08-25T00:00:00Z,14,2017W05,
SE,Sverige,2017,6,2017-02-12,853,available,historical,2026-08-25T00:00:00Z,00,2017W06,
SE-M,Region Skåne,2017,6,2017-02-12,132,available,historical,2026-08-25T00:00:00Z,12,2017W06,
SE-O,Västra Götalandsregionen,2017,6,2017-02-12,153,available,historical,2026-08-25T00:00:00Z,14,2017W06,
SE,Sverige,2017,7,2017-02-19,905,available,historical,2026-08-25T00:00:00Z,00,2017W07,
SE-M,Region Skåne,2017,7,2017-02-19,151,available,historical,2026-08-25T00:00:00Z,12,2017W07,
SE-O,Västra Götalandsregionen,2017,7,2017-02-19,207,available,historical,2026-08-25T00:00:00Z,14,2017W07,
SE,Sverige,2017,8,2017-02-26,1020,available,historical,2026-08-25T00:00:00Z,00,2017W08,
SE-M,Region Skåne,2017,8,2017-02-26,176,available,historical,2026-08-25T00:00:00Z,12,2017W08,
SE-O,Västra Götalandsregionen,2017,8,2017-02-26,228,available,historical,2026-08-25T00:00:00Z,14,2017W08,
SE,Sverige,2017,9,2017-03-05,753,available,historical,2026-08-25T00:00:00Z,00,2017W09,
SE-M,Region Skåne,2017,9,2017-03-05,118,available,historical,2026-08-25T00:00:00Z,12,2017W09,
SE-O,Västra Götalandsregionen,2017,9,2017-03-05,186,available,historical,2026-08-25T00:00:00Z,14,2017W09,
SE,Sverige,2017,10,2017-03-12,541,available,historical,2026-08-25T00:00:00Z,00,2017W10,
SE-M,Region Skåne,2017,10,2017-03-12,72,available,historical,2026-08-25T00:00:00Z,12,2017W10,
SE-O,Västra Götalandsregionen,2017,10,2017-03-12,156,available,historical,2026-08-25T00:00:00Z,14,2017W10,
SE,Sverige,2017,11,2017-03-19,413,available,historical,2026-08-25T00:00:00Z,00,2017W11,
SE-M,Region Skåne,2017,11,2017-03-19,46,available,historical,2026-08-25T00:00:00Z,12,2017W11,
SE-O,Västra Götalandsregionen,2017,11,2017-03-19,99,available,historical,2026-08-25T00:00:00Z,14,2017W11,
SE,Sverige,2017,12,2017-03-26,305,available,historical,2026-08-25T00:00:00Z,00,2017W12,
SE-M,Region Skåne,2017,12,2017-03-26,36,available,historical,2026-08-25T00:00:00Z,12,2017W12,
SE-O,Västra Götalandsregionen,2017,12,2017-03-26,78,available,historical,2026-08-25T00:00:00Z,14,2017W12,
SE,Sverige,2017,13,2017-04-02,270,available,historical,2026-08-25T00:00:00Z,00,2017W13,
SE-M,Region Skåne,2017,13,2017-04-02,29,available,historical,2026-08-25T00:00:00Z,12,2017W13,
SE-O,Västra Götalandsregionen,2017,13,2017-04-02,58,available,historical,2026-08-25T00:00:00Z,14,2017W13,
SE,Sverige,2017,14,2017-04-09,229,available,historical,2026-08-25T00:00:00Z,00,2017W14,
SE-M,Region Skåne,2017,14,2017-04-09,27,available,historical,2026-08-25T00:00:00Z,12,2017W14,
SE-O,Västra Götalandsregionen,2017,14,2017-04-09,47,available,historical,2026-08-25T00:00:00Z,14,2017W14,
SE,Sverige,2017,15,2017-04-16,148,available,historical,2026-08-25T00:00:00Z,00,2017W15,
SE-M,Region Skåne,2017,15,2017-04-16,10,available,historical,2026-08-25T00:00:00Z,12,2017W15,
SE-O,Västra Götalandsregionen,2017,15,2017-04-16,33,available,historical,2026-08-25T00:00:00Z,14,2017W15,
SE,Sverige,2017,16,2017-04-23,121,available,historical,2026-08-25T00:00:00Z,00,2017W16,
SE-M,Region Skåne,2017,16,2017-04-23,8,available,historical,2026-08-25T00:00:00Z,12,2017W16,
SE-O,Västra Götalandsregionen,2017,16,2017-04-23,27,available,historical,2026-08-25T00:00:00Z,14,2017W16,
SE,Sverige,2017,17,2017-04-30,96,available,historical,2026-08-25T00:00:00Z,00,2017W17,
SE-M,Region Skåne,2017,17,2017-04-30,5,available,historical,2026-08-25T00:00:00Z,12,2017W17,
SE-O,Västra Götalandsregionen,2017,17,2017-04-30,19,available,historical,2026-08-25T00:00:00Z,14,2017W17,
SE,Sverige,2017,18,2017-05-07,105,available,historical,2026-08-25T00:00:00Z,00,2017W18,
SE-M,Region Skåne,2017,18,2017-05-07,8,available,historical,2026-08-25T00:00:00Z,12,2017W18,
SE-O,Västra Götalandsregionen,2017,18,2017-05-07,18,available,historical,2026-08-25T00:00:00Z,14,2017W18,
SE,Sverige,2017,19,2017-05-14,85,available,historical,2026-08-25T00:00:00Z,00,2017W19,
SE-M,Region Skåne,2017,19,2017-05-14,6,available,historical,2026-08-25T00:00:00Z,12,2017W19,
SE-O,Västra Götalandsregionen,2017,19,2017-05-14,20,available,historical,2026-08-25T00:00:00Z,14,2017W19,
SE,Sverige,2017,20,2017-05-21,100,available,historical,2026-08-25T00:00:00Z,00,2017W20,
SE-M,Region Skåne,2017,20,2017-05-21,4,available,historical,2026-08-25T00:00:00Z,12,2017W20,
SE-O,Västra Götalandsregionen,2017,20,2017-05-21,23,available,historical,2026-08-25T00:00:00Z,14,2017W20,
SE,Sverige,2017,21,2017-05-28,63,available,historical,2026-08-25T00:00:00Z,00,2017W21,
SE-M,Region Skåne,2017,21,2017-05-28,4,available,historical,2026-08-25T00:00:00Z,12,2017W21,
SE-O,Västra Götalandsregionen,2017,21,2017-05-28,17,available,historical,2026-08-25T00:00:00Z,14,2017W21,
SE,Sverige,2017,22,2017-06-04,46,available,historical,2026-08-25T00:00:00Z,00,2017W22,
SE-M,Region Skåne,2017,22,2017-06-04,0,available,historical,2026-08-25T00:00:00Z,12,2017W22,
SE-O,Västra Götalandsregionen,2017,22,2017-06-04,7,available,historical,2026-08-25T00:00:00Z,14,2017W22,
SE,Sverige,2017,23,2017-06-11,24,available,historical,2026-08-25T00:00:00Z,00,2017W23,
SE-M,Region Skåne,2017,23,2017-06-11,1,available,historical,2026-08-25T00:00:00Z,12,2017W23,
SE-O,Västra Götalandsregionen,2017,23,2017-06-11,4,available,historical,2026-08-25T00:00:00Z,14,2017W23,
SE,Sverige,2017,24,2017-06-18,23,available,historical,2026-08-25T00:00:00Z,00,2017W24,
SE-M,Region Skåne,2017,24,2017-06-18,0,available,historical,2026-08-25T00:00:00Z,12,2017W24,
SE-O,Västra Götalandsregionen,2017,24,2017-06-18,2,available,historical,2026-08-25T00:00:00Z,14,2017W24,
SE,Sverige,2017,25,2017-06-25,20,available,historical,2026-08-25T00:00:00Z,00,2017W25,
SE-M,Region Skåne,2017,25,2017-06-25,0,available,historical,2026-08-25T00:00:00Z,12,2017W25,
SE-O,Västra Götalandsregionen,2017,25,2017-06-25,4,available,historical,2026-08-25T00:00:00Z,14,2017W25,
SE,Sverige,2017,26,2017-07-02,6,available,historical,2026-08-25T00:00:00Z,00,2017W26,
SE-M,Region Skåne,2017,26,2017-07-02,0,available,historical,2026-08-25T00:00:00Z,12,2017W26,
SE-O,Västra Götalandsregionen,2017,26,2017-07-02,1,available,historical,2026-08-25T00:00:00Z,14,2017W26,
SE,Sverige,2017,27,2017-07-09,5,available,historical,2026-08-25T00:00:00Z,00,2017W27,
SE-M,Region Skåne,2017,27,2017-07-09,0,available,historical,2026-08-25T00:00:00Z,12,2017W27,
SE-O,Västra Götalandsregionen,2017,27,2017-07-09,2,available,historical,2026-08-25T00:00:00Z,14,2017W27,
SE,Sverige,2017,28,2017-07-16,5,available,historical,2026-08-25T00:00:00Z,00,2017W28,
SE-M,Region Skåne,2017,28,2017-07-16,0,available,historical,2026-08-25T00:00:00Z,12,2017W28,
SE-O,Västra Götalandsregionen,2017,28,2017-07-16,1,available,historical,2026-08-25T00:00:00Z,14,2017W28,
SE,Sverige,2017,29,2017-07-23,5,available,historical,2026-08-25T00:00:00Z,00,2017W29,
SE-M,Region Skåne,2017,29,2017-07-23,0,available,historical,2026-08-25T00:00:00Z,12,2017W29,
SE-O,Västra Götalandsregionen,2017,29,2017-07-23,1,available,historical,2026-08-25T00:00:00Z,14,2017W29,
SE,Sverige,2017,30,2017-07-30,4,available,historical,2026-08-25T00:00:00Z,00,2017W30,
SE-M,Region Skåne,2017,30,2017-07-30,0,available,historical,2026-08-25T00:00:00Z,12,2017W30,
SE-O,Västra Götalandsregionen,2017,30,2017-07-30,2,available,historical,2026-08-25T00:00:00Z,14,2017W30,
SE,Sverige,2017,31,2017-08-06,6,available,historical,2026-08-25T00:00:00Z,00,2017W31,
SE-M,Region Skåne,2017,31,2017-08-06,0,available,historical,2026-08-25T00:00:00Z,12,2017W31,
SE-O,Västra Götalandsregionen,2017,31,2017-08-06,0,available,historical,2026-08-25T00:00:00Z,14,2017W31,
SE,Sverige,2017,32,2017-08-13,3,available,historical,2026-08-25T00:00:00Z,00,2017W32,
SE-M,Region Skåne,2017,32,2017-08-13,0,available,historical,2026-08-25T00:00:00Z,12,2017W32,
SE-O,Västra Götalandsregionen,2017,32,2017-08-13,1,available,historical,2026-08-25T00:00:00Z,14,2017W32,
SE,Sverige,2017,33,2017-08-20,2,available,historical,2026-08-25T00:00:00Z,00,2017W33,
SE-M,Region Skåne,2017,33,2017-08-20,1,available,historical,2026-08-25T00:00:00Z,12,2017W33,
SE-O,Västra Götalandsregionen,2017,33,2017-08-20,1,available,historical,2026-08-25T00:00:00Z,14,2017W33,
SE,Sverige,2017,34,2017-08-27,2,available,historical,2026-08-25T00:00:00Z,00,2017W34,
SE-M,Region Skåne,2017,34,2017-08-27,1,available,historical,2026-08-25T00:00:00Z,12,2017W34,
SE-O,Västra Götalandsregionen,2017,34,2017-08-27,0,available,historical,2026-08-25T00:00:00Z,14,2017W34,
SE,Sverige,2017,35,2017-09-03,7,available,historical,2026-08-25T00:00:00Z,00,2017W35,
SE-M,Region Skåne,2017,35,2017-09-03,0,available,historical,2026-08-25T00:00:00Z,12,2017W35,
SE-O,Västra Götalandsregionen,2017,35,2017-09-03,2,available,historical,2026-08-25T00:00:00Z,14,2017W35,
SE,Sverige,2017,36,2017-09-10,4,available,historical,2026-08-25T00:00:00Z,00,2017W36,
SE-M,Region Skåne,2017,36,2017-09-10,0,available,historical,2026-08-25T00:00:00Z,12,2017W36,
SE-O,Västra Götalandsregionen,2017,36,2017-09-10,1,available,historical,2026-08-25T00:00:00Z,14,2017W36,
SE,Sverige,2017,37,2017-09-17,1,available,historical,2026-08-25T00:00:00Z,00,2017W37,
SE-M,Region Skåne,2017,37,2017-09-17,0,available,historical,2026-08-25T00:00:00Z,12,2017W37,
SE-O,Västra Götalandsregionen,2017,37,2017-09-17,0,available,historical,2026-08-25T00:00:00Z,14,2017W37,
SE,Sverige,2017,38,2017-09-24,8,available,historical,2026-08-25T00:00:00Z,00,2017W38,
SE-M,Region Skåne,2017,38,2017-09-24,0,available,historical,2026-08-25T00:00:00Z,12,2017W38,
SE-O,Västra Götalandsregionen,2017,38,2017-09-24,3,available,historical,2026-08-25T00:00:00Z,14,2017W38,
SE,Sverige,2017,39,2017-10-01,6,available,historical,2026-08-25T00:00:00Z,00,2017W39,
SE-M,Region Skåne,2017,39,2017-10-01,0,available,historical,2026-08-25T00:00:00Z,12,2017W39,
SE-O,Västra Götalandsregionen,2017,39,2017-10-01,1,available,historical,2026-08-25T00:00:00Z,14,2017W39,
SE,Sverige,2017,40,2017-10-08,13,available,historical,2026-08-25T00:00:00Z,00,2017W40,
SE-M,Region Skåne,2017,40,2017-10-08,0,available,historical,2026-08-25T00:00:00Z,12,2017W40,
SE-O,Västra Götalandsregionen,2017,40,2017-10-08,9,available,historical,2026-08-25T00:00:00Z,14,2017W40,
SE,Sverige,2017,41,2017-10-15,7,available,historical,2026-08-25T00:00:00Z,00,2017W41,
SE-M,Region Skåne,2017,41,2017-10-15,0,available,historical,2026-08-25T00:00:00Z,12,2017W41,
SE-O,Västra Götalandsregionen,2017,41,2017-10-15,1,available,historical,2026-08-25T00:00:00Z,14,2017W41,
SE,Sverige,2017,42,2017-10-22,9,available,historical,2026-08-25T00:00:00Z,00,2017W42,
SE-M,Region Skåne,2017,42,2017-10-22,0,available,historical,2026-08-25T00:00:00Z,12,2017W42,
SE-O,Västra Götalandsregionen,2017,42,2017-10-22,2,available,historical,2026-08-25T00:00:00Z,14,2017W42,
SE,Sverige,2017,43,2017-10-29,7,available,historical,2026-08-25T00:00:00Z,00,2017W43,
SE-M,Region Skåne,2017,43,2017-10-29,1,available,historical,2026-08-25T00:00:00Z,12,2017W43,
SE-O,Västra Götalandsregionen,2017,43,2017-10-29,1,available,historical,2026-08-25T00:00:00Z,14,2017W43,
SE,Sverige,2017,44,2017-11-05,10,available,historical,2026-08-25T00:00:00Z,00,2017W44,
SE-M,Region Skåne,2017,44,2017-11-05,2,available,historical,2026-08-25T00:00:00Z,12,2017W44,
SE-O,Västra Götalandsregionen,2017,44,2017-11-05,1,available,historical,2026-08-25T00:00:00Z,14,2017W44,
SE,Sverige,2017,45,2017-11-12,27,available,historical,2026-08-25T00:00:00Z,00,2017W45,
SE-M,Region Skåne,2017,45,2017-11-12,3,available,historical,2026-08-25T00:00:00Z,12,2017W45,
SE-O,Västra Götalandsregionen,2017,45,2017-11-12,1,available,historical,2026-08-25T00:00:00Z,14,2017W45,
SE,Sverige,2017,46,2017-11-19,32,available,historical,2026-08-25T00:00:00Z,00,2017W46,
SE-M,Region Skåne,2017,46,2017-11-19,2,available,historical,2026-08-25T00:00:00Z,12,2017W46,
SE-O,Västra Götalandsregionen,2017,46,2017-11-19,6,available,historical,2026-08-25T00:00:00Z,14,2017W46,
SE,Sverige,2017,47,2017-11-26,65,available,historical,2026-08-25T00:00:00Z,00,2017W47,
SE-M,Region Skåne,2017,47,2017-11-26,2,available,historical,2026-08-25T00:00:00Z,12,2017W47,
SE-O,Västra Götalandsregionen,2017,47,2017-11-26,12,available,historical,2026-08-25T00:00:00Z,14,2017W47,
SE,Sverige,2017,48,2017-12-03,72,available,historical,2026-08-25T00:00:00Z,00,2017W48,
SE-M,Region Skåne,2017,48,2017-12-03,2,available,historical,2026-08-25T00:00:00Z,12,2017W48,
SE-O,Västra Götalandsregionen,2017,48,2017-12-03,21,available,historical,2026-08-25T00:00:00Z,14,2017W48,
SE,Sverige,2017,49,2017-12-10,109,available,historical,2026-08-25T00:00:00Z,00,2017W49,
SE-M,Region Skåne,2017,49,2017-12-10,4,available,historical,2026-08-25T00:00:00Z,12,2017W49,
SE-O,Västra Götalandsregionen,2017,49,2017-12-10,28,available,historical,2026-08-25T00:00:00Z,14,2017W49,
SE,Sverige,2017,50,2017-12-17,159,available,historical,2026-08-25T00:00:00Z,00,2017W50,
SE-M,Region Skåne,2017,50,2017-12-17,7,available,historical,2026-08-25T00:00:00Z,12,2017W50,
SE-O,Västra Götalandsregionen,2017,50,2017-12-17,32,available,historical,2026-08-25T00:00:00Z,14,2017W50,
SE,Sverige,2017,51,2017-12-24,318,available,historical,2026-08-25T00:00:00Z,00,2017W51,
SE-M,Region Skåne,2017,51,2017-12-24,11,available,historical,2026-08-25T00:00:00Z,12,2017W51,
SE-O,Västra Götalandsregionen,2017,51,2017-12-24,55,available,historical,2026-08-25T00:00:00Z,14,2017W51,
SE,Sverige,2017,52,2017-12-31,532,available,historical,2026-08-25T00:00:00Z,00,2017W52,
SE-M,Region Skåne,2017,52,2017-12-31,37,available,historical,2026-08-25T00:00:00Z,12,2017W52,
SE-O,Västra Götalandsregionen,2017,52,2017-12-31,73,available,historical,2026-08-25T00:00:00Z,14,2017W52,
SE,Sverige,2018,1,2018-01-07,676,available,historical,2026-08-25T00:00:00Z,00,2018W01,
SE-M,Region Skåne,2018,1,2018-01-07,38,available,historical,2026-08-25T00:00:00Z,12,2018W01,
SE-O,Västra Götalandsregionen,2018,1,2018-01-07,100,available,historical,2026-08-25T00:00:00Z,14,2018W01,
SE,Sverige,2018,2,2018-01-14,632,available,historical,2026-08-25T00:00:00Z,00,2018W02,
SE-M,Region Skåne,2018,2,2018-01-14,45,available,historical,2026-08-25T00:00:00Z,12,2018W02,
SE-O,Västra Götalandsregionen,2018,2,2018-01-14,88,available,historical,2026-08-25T00:00:00Z,14,2018W02,
SE,Sverige,2018,3,2018-01-21,736,available,historical,2026-08-25T00:00:00Z,00,2018W03,
SE-M,Region Skåne,2018,3,2018-01-21,50,available,historical,2026-08-25T00:00:00Z,12,2018W03,
SE-O,Västra Götalandsregionen,2018,3,2018-01-21,116,available,historical,2026-08-25T00:00:00Z,14,2018W03,
SE,Sverige,2018,4,2018-01-28,993,available,historical,2026-08-25T00:00:00Z,00,2018W04,
SE-M,Region Skåne,2018,4,2018-01-28,79,available,historical,2026-08-25T00:00:00Z,12,2018W04,
SE-O,Västra Götalandsregionen,2018,4,2018-01-28,153,available,historical,2026-08-25T00:00:00Z,14,2018W04,
SE,Sverige,2018,5,2018-02-04,1441,available,historical,2026-08-25T00:00:00Z,00,2018W05,
SE-M,Region Skåne,2018,5,2018-02-04,143,available,historical,2026-08-25T00:00:00Z,12,2018W05,
SE-O,Västra Götalandsregionen,2018,5,2018-02-04,202,available,historical,2026-08-25T00:00:00Z,14,2018W05,
SE,Sverige,2018,6,2018-02-11,1797,available,historical,2026-08-25T00:00:00Z,00,2018W06,
SE-M,Region Skåne,2018,6,2018-02-11,179,available,historical,2026-08-25T00:00:00Z,12,2018W06,
SE-O,Västra Götalandsregionen,2018,6,2018-02-11,267,available,historical,2026-08-25T00:00:00Z,14,2018W06,
SE,Sverige,2018,7,2018-02-18,2066,available,historical,2026-08-25T00:00:00Z,00,2018W07,
SE-M,Region Skåne,2018,7,2018-02-18,181,available,historical,2026-08-25T00:00:00Z,12,2018W07,
SE-O,Västra Götalandsregionen,2018,7,2018-02-18,331,available,historical,2026-08-25T00:00:00Z,14,2018W07,
SE,Sverige,2018,8,2018-02-25,2196,available,historical,2026-08-25T00:00:00Z,00,2018W08,
SE-M,Region Skåne,2018,8,2018-02-25,382,available,historical,2026-08-25T00:00:00Z,12,2018W08,
SE-O,Västra Götalandsregionen,2018,8,2018-02-25,388,available,historical,2026-08-25T00:00:00Z,14,2018W08,
SE,Sverige,2018,9,2018-03-04,1811,available,historical,2026-08-25T00:00:00Z,00,2018W09,
SE-M,Region Skåne,2018,9,2018-03-04,260,available,historical,2026-08-25T00:00:00Z,12,2018W09,
SE-O,Västra Götalandsregionen,2018,9,2018-03-04,314,available,historical,2026-08-25T00:00:00Z,14,2018W09,
SE,Sverige,2018,10,2018-03-11,1661,available,historical,2026-08-25T00:00:00Z,00,2018W10,
SE-M,Region Skåne,2018,10,2018-03-11,211,available,historical,2026-08-25T00:00:00Z,12,2018W10,
SE-O,Västra Götalandsregionen,2018,10,2018-03-11,354,available,historical,2026-08-25T00:00:00Z,14,2018W10,
SE,Sverige,2018,11,2018-03-18,1386,available,historical,2026-08-25T00:00:00Z,00,2018W11,
SE-M,Region Skåne,2018,11,2018-03-18,191,available,historical,2026-08-25T00:00:00Z,12,2018W11,
SE-O,Västra Götalandsregionen,2018,11,2018-03-18,317,available,historical,2026-08-25T00:00:00Z,14,2018W11,
SE,Sverige,2018,12,2018-03-25,1248,available,historical,2026-08-25T00:00:00Z,00,2018W12,
SE-M,Region Skåne,2018,12,2018-03-25,128,available,historical,2026-08-25T00:00:00Z,12,2018W12,
SE-O,Västra Götalandsregionen,2018,12,2018-03-25,302,available,historical,2026-08-25T00:00:00Z,14,2018W12,
SE,Sverige,2018,13,2018-04-01,997,available,historical,2026-08-25T00:00:00Z,00,2018W13,
SE-M,Region Skåne,2018,13,2018-04-01,93,available,historical,2026-08-25T00:00:00Z,12,2018W13,
SE-O,Västra Götalandsregionen,2018,13,2018-04-01,207,available,historical,2026-08-25T00:00:00Z,14,2018W13,
SE,Sverige,2018,14,2018-04-08,877,available,historical,2026-08-25T00:00:00Z,00,2018W14,
SE-M,Region Skåne,2018,14,2018-04-08,87,available,historical,2026-08-25T00:00:00Z,12,2018W14,
SE-O,Västra Götalandsregionen,2018,14,2018-04-08,196,available,historical,2026-08-25T00:00:00Z,14,2018W14,
SE,Sverige,2018,15,2018-04-15,542,available,historical,2026-08-25T00:00:00Z,00,2018W15,
SE-M,Region Skåne,2018,15,2018-04-15,51,available,historical,2026-08-25T00:00:00Z,12,2018W15,
SE-O,Västra Götalandsregionen,2018,15,2018-04-15,136,available,historical,2026-08-25T00:00:00Z,14,2018W15,
SE,Sverige,2018,16,2018-04-22,390,available,historical,2026-08-25T00:00:00Z,00,2018W16,
SE-M,Region Skåne,2018,16,2018-04-22,19,available,historical,2026-08-25T00:00:00Z,12,2018W16,
SE-O,Västra Götalandsregionen,2018,16,2018-04-22,110,available,historical,2026-08-25T00:00:00Z,14,2018W16,
SE,Sverige,2018,17,2018-04-29,216,available,historical,2026-08-25T00:00:00Z,00,2018W17,
SE-M,Region Skåne,2018,17,2018-04-29,6,available,historical,2026-08-25T00:00:00Z,12,2018W17,
SE-O,Västra Götalandsregionen,2018,17,2018-04-29,43,available,historical,2026-08-25T00:00:00Z,14,2018W17,
SE,Sverige,2018,18,2018-05-06,86,available,historical,2026-08-25T00:00:00Z,00,2018W18,
SE-M,Region Skåne,2018,18,2018-05-06,2,available,historical,2026-08-25T00:00:00Z,12,2018W18,
SE-O,Västra Götalandsregionen,2018,18,2018-05-06,19,available,historical,2026-08-25T00:00:00Z,14,2018W18,
SE,Sverige,2018,19,2018-05-13,73,available,historical,2026-08-25T00:00:00Z,00,2018W19,
SE-M,Region Skåne,2018,19,2018-05-13,1,available,historical,2026-08-25T00:00:00Z,12,2018W19,
SE-O,Västra Götalandsregionen,2018,19,2018-05-13,18,available,historical,2026-08-25T00:00:00Z,14,2018W19,
SE,Sverige,2018,20,2018-05-20,25,available,historical,2026-08-25T00:00:00Z,00,2018W20,
SE-M,Region Skåne,2018,20,2018-05-20,0,available,historical,2026-08-25T00:00:00Z,12,2018W20,
SE-O,Västra Götalandsregionen,2018,20,2018-05-20,4,available,historical,2026-08-25T00:00:00Z,14,2018W20,
SE,Sverige,2018,21,2018-05-27,7,available,historical,2026-08-25T00:00:00Z,00,2018W21,
SE-M,Region Skåne,2018,21,2018-05-27,0,available,historical,2026-08-25T00:00:00Z,12,2018W21,
SE-O,Västra Götalandsregionen,2018,21,2018-05-27,2,available,historical,2026-08-25T00:00:00Z,14,2018W21,
SE,Sverige,2018,22,2018-06-03,6,available,historical,2026-08-25T00:00:00Z,00,2018W22,
SE-M,Region Skåne,2018,22,2018-06-03,0,available,historical,2026-08-25T00:00:00Z,12,2018W22,
SE-O,Västra Götalandsregionen,2018,22,2018-06-03,3,available,historical,2026-08-25T00:00:00Z,14,2018W22,
SE,Sverige,2018,23,2018-06-10,2,available,historical,2026-08-25T00:00:00Z,00,2018W23,
SE-M,Region Skåne,2018,23,2018-06-10,0,available,historical,2026-08-25T00:00:00Z,12,2018W23,
SE-O,Västra Götalandsregionen,2018,23,2018-06-10,1,available,historical,2026-08-25T00:00:00Z,14,2018W23,
SE,Sverige,2018,24,2018-06-17,4,available,historical,2026-08-25T00:00:00Z,00,2018W24,
SE-M,Region Skåne,2018,24,2018-06-17,2,available,historical,2026-08-25T00:00:00Z,12,2018W24,
SE-O,Västra Götalandsregionen,2018,24,2018-06-17,0,available,historical,2026-08-25T00:00:00Z,14,2018W24,
SE,Sverige,2018,25,2018-06-24,3,available,historical,2026-08-25T00:00:00Z,00,2018W25,
SE-M,Region Skåne,2018,25,2018-06-24,0,available,historical,2026-08-25T00:00:00Z,12,2018W25,
SE-O,Västra Götalandsregionen,2018,25,2018-06-24,1,available,historical,2026-08-25T00:00:00Z,14,2018W25,
SE,Sverige,2018,26,2018-07-01,6,available,historical,2026-08-25T00:00:00Z,00,2018W26,
SE-M,Region Skåne,2018,26,2018-07-01,0,available,historical,2026-08-25T00:00:00Z,12,2018W26,
SE-O,Västra Götalandsregionen,2018,26,2018-07-01,3,available,historical,2026-08-25T00:00:00Z,14,2018W26,
SE,Sverige,2018,27,2018-07-08,2,available,historical,2026-08-25T00:00:00Z,00,2018W27,
SE-M,Region Skåne,2018,27,2018-07-08,1,available,historical,2026-08-25T00:00:00Z,12,2018W27,
SE-O,Västra Götalandsregionen,2018,27,2018-07-08,0,available,historical,2026-08-25T00:00:00Z,14,2018W27,
SE,Sverige,2018,28,2018-07-15,4,available,historical,2026-08-25T00:00:00Z,00,2018W28,
SE-M,Region Skåne,2018,28,2018-07-15,0,available,historical,2026-08-25T00:00:00Z,12,2018W28,
SE-O,Västra Götalandsregionen,2018,28,2018-07-15,2,available,historical,2026-08-25T00:00:00Z,14,2018W28,
SE,Sverige,2018,29,2018-07-22,1,available,historical,2026-08-25T00:00:00Z,00,2018W29,
SE-M,Region Skåne,2018,29,2018-07-22,0,available,historical,2026-08-25T00:00:00Z,12,2018W29,
SE-O,Västra Götalandsregionen,2018,29,2018-07-22,0,available,historical,2026-08-25T00:00:00Z,14,2018W29,
SE,Sverige,2018,30,2018-07-29,2,available,historical,2026-08-25T00:00:00Z,00,2018W30,
SE-M,Region Skåne,2018,30,2018-07-29,0,available,historical,2026-08-25T00:00:00Z,12,2018W30,
SE-O,Västra Götalandsregionen,2018,30,2018-07-29,0,available,historical,2026-08-25T00:00:00Z,14,2018W30,
SE,Sverige,2018,31,2018-08-05,3,available,historical,2026-08-25T00:00:00Z,00,2018W31,
SE-M,Region Skåne,2018,31,2018-08-05,0,available,historical,2026-08-25T00:00:00Z,12,2018W31,
SE-O,Västra Götalandsregionen,2018,31,2018-08-05,1,available,historical,2026-08-25T00:00:00Z,14,2018W31,
SE,Sverige,2018,32,2018-08-12,1,available,historical,2026-08-25T00:00:00Z,00,2018W32,
SE-M,Region Skåne,2018,32,2018-08-12,0,available,historical,2026-08-25T00:00:00Z,12,2018W32,
SE-O,Västra Götalandsregionen,2018,32,2018-08-12,0,available,historical,2026-08-25T00:00:00Z,14,2018W32,
SE,Sverige,2018,33,2018-08-19,5,available,historical,2026-08-25T00:00:00Z,00,2018W33,
SE-M,Region Skåne,2018,33,2018-08-19,0,available,historical,2026-08-25T00:00:00Z,12,2018W33,
SE-O,Västra Götalandsregionen,2018,33,2018-08-19,1,available,historical,2026-08-25T00:00:00Z,14,2018W33,
SE,Sverige,2018,34,2018-08-26,0,available,historical,2026-08-25T00:00:00Z,00,2018W34,
SE-M,Region Skåne,2018,34,2018-08-26,0,available,historical,2026-08-25T00:00:00Z,12,2018W34,
SE-O,Västra Götalandsregionen,2018,34,2018-08-26,0,available,historical,2026-08-25T00:00:00Z,14,2018W34,
SE,Sverige,2018,35,2018-09-02,1,available,historical,2026-08-25T00:00:00Z,00,2018W35,
SE-M,Region Skåne,2018,35,2018-09-02,0,available,historical,2026-08-25T00:00:00Z,12,2018W35,
SE-O,Västra Götalandsregionen,2018,35,2018-09-02,0,available,historical,2026-08-25T00:00:00Z,14,2018W35,
SE,Sverige,2018,36,2018-09-09,5,available,historical,2026-08-25T00:00:00Z,00,2018W36,
SE-M,Region Skåne,2018,36,2018-09-09,1,available,historical,2026-08-25T00:00:00Z,12,2018W36,
SE-O,Västra Götalandsregionen,2018,36,2018-09-09,3,available,historical,2026-08-25T00:00:00Z,14,2018W36,
SE,Sverige,2018,37,2018-09-16,8,available,historical,2026-08-25T00:00:00Z,00,2018W37,
SE-M,Region Skåne,2018,37,2018-09-16,2,available,historical,2026-08-25T00:00:00Z,12,2018W37,
SE-O,Västra Götalandsregionen,2018,37,2018-09-16,3,available,historical,2026-08-25T00:00:00Z,14,2018W37,
SE,Sverige,2018,38,2018-09-23,1,available,historical,2026-08-25T00:00:00Z,00,2018W38,
SE-M,Region Skåne,2018,38,2018-09-23,0,available,historical,2026-08-25T00:00:00Z,12,2018W38,
SE-O,Västra Götalandsregionen,2018,38,2018-09-23,1,available,historical,2026-08-25T00:00:00Z,14,2018W38,
