reference_date,target,horizon,location,output_type,output_type_id,value
2026-01-25,weekly incident influenza cases,0,SE,mean,,1581.000000
2026-01-25,weekly incident influenza cases,1,SE,mean,,1581.000000
2026-01-25,weekly incident influenza cases,2,SE,mean,,1581.000000
2026-01-25,weekly incident influenza cases,3,SE,mean,,1581.000000
2026-01-25,weekly incident influenza cases,0,SE-M,mean,,127.833333
2026-01-25,weekly incident influenza cases,1,SE-M,mean,,127.833333
2026-01-25,weekly incident influenza cases,2,SE-M,mean,,127.833333
2026-01-25,weekly incident influenza cases,3,SE-M,mean,,127.833333
2026-01-25,weekly incident influenza cases,0,SE-O,mean,,181.333333
2026-01-25,weekly incident influenza cases,1,SE-O,mean,,181.333333
2026-01-25,weekly incident influenza cases,2,SE-O,mean,,181.333333
2026-01-25,weekly incident influenza cases,3,SE-O,mean,,181.333333
